,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
64,vertrocken,isOfType,37-14,8256-8266,Voyage,None,['37-7[128]'],None,None,None,None,['37-17[129]'],['37-10'],['37-13'],None,None,vertrocken,['37-14'],", twelck Godt gene dr 21e . Septembris pasen . was t'Jacht Jacht Grombershanen van Masilivas . naer Arraccan [ vertrocken ] met een Cargasoen van ƒ 3900 . om tselue aen blauen , otterijs te besteden , met ordre dat tegen",Voyage,37-14
65,besteden,isOfType,37-29,8333-8341,Buying[164]|Selling[165],['37-25[131]|37-19[130]'],None,None,None,None,None,None,None,None,None,None,besteden,['37-29'],"Masilivas . naer Arraccan vertrocken met een Cargasoen van ƒ 3900 . om tselue aen blauen , otterijs te [ besteden ] , met ordre dat tegen hal ff December weder voor Masilipats . Keere . uo 16en . Decemb . passaco",Buying,37-29
66,gesonden,*,38-20,8537-8545,Transportation,['38-13[132]'],None,None,None,None,None,None,['38-8'],['38-10'],None,['38-21[133]'],gesonden,['38-20'],". Decemb . passaco hebben van hier naer Amboina , ende Gaudamet Gauda de Noodige comptanten coopmanschappen ende prouisien [ gesonden ] de Schepen Suijdthollandt ende den Arent , met ordre dat in compen . Amboina sullen aendoen , ende dat het",Transportation,38-20
67,loopen,*,38-49,8697-8703,Voyage,['38-40[134]'],None,None,None,None,None,None,['38-44'],['38-47'],None,None,loopen,['38-49'],"dat in compen . Amboina sullen aendoen , ende dat het Shp Hollandt van daer voorts naer Banda sal [ loopen ] , soo haest in Amboina gemust _ . can worden Met gemelte Schepen hebben wij naer Amboina ende Banda affgevaerdicht",Voyage,38-49
68,affgevaerdicht,isOfType,39-10,8804-8818,Voyage,"['40-2[139]', '39-16[138]']",None,None,None,None,None,None,None,['39-7[137]'],None,['39-2[136]'],affgevaerdicht,['39-10'],", soo haest in Amboina gemust _ . can worden Met gemelte Schepen hebben wij naer Amboina ende Banda [ affgevaerdicht ] als onse expresse Gecommitteerde den Oppercoopman Gregorius Cornelij ermmate Etr ende Capn . Marten Jansz Vogel , omme in d‛een",Voyage,39-10
69,dienst,isOfType,40-58,9248-9254,BeingEmployed[166],['40-53[140]'],['40-62'],None,None,None,None,None,None,None,None,None,dienst ende gagie,"['40-58', '40-59', '40-60']","schriftelijck verbael vanden Commissaris Gillis Seijs , In April pase . aende cant van 616 . blancke coppen in [ dienst ende gagie ] vande Compnie . gehouden wierden , beneffens 208 . slanen sijnde voorwaer een groot getal , daer mede",BeingEmployed,40-60
70,ende,isOfType,40-59,9255-9259,BeingEmployed[166],['40-53[140]'],['40-62'],None,None,None,None,None,None,None,None,None,dienst ende gagie,"['40-58', '40-59', '40-60']","schriftelijck verbael vanden Commissaris Gillis Seijs , In April pase . aende cant van 616 . blancke coppen in [ dienst ende gagie ] vande Compnie . gehouden wierden , beneffens 208 . slanen sijnde voorwaer een groot getal , daer mede",BeingEmployed,40-60
71,gagie,isOfType,40-60,9260-9265,BeingEmployed[166],['40-53[140]'],['40-62'],None,None,None,None,None,None,None,None,None,dienst ende gagie,"['40-58', '40-59', '40-60']","schriftelijck verbael vanden Commissaris Gillis Seijs , In April pase . aende cant van 616 . blancke coppen in [ dienst ende gagie ] vande Compnie . gehouden wierden , beneffens 208 . slanen sijnde voorwaer een groot getal , daer mede",BeingEmployed,40-60
72,retour,isOfType,40-138,9738-9744,Leaving,None,['40-133[141]'],['40-140'],None,None,None,None,None,None,None,None,retour,['40-138'],"van 150 . Coppen ten hoochsten , aldaer geseten wais ongelijck meerder ontsach , vorderlijcker handel ende treffelycker nagel [ retour ] van daer becomen ; Van welcke 616 . coppen , 162 . Tsoonen , ende dat apparent vande ervarenste ende",Leaving,40-138
73,ontrouw,evokes,40-208,10176-10183,Mutiny[167],None,['40-206'],None,None,None,None,None,None,None,None,None,ontrouw Wesen willen,"['40-208', '40-209', '40-210']","oock deselue niet bastandt , omme d'ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders Imboonders alsse [ ontrouw Wesen willen ] , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met schande ende",Mutiny,40-210
74,Wesen,evokes,40-209,10184-10189,Mutiny[167],None,['40-206'],None,None,None,None,None,None,None,None,None,ontrouw Wesen willen,"['40-208', '40-209', '40-210']","oock deselue niet bastandt , omme d'ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders Imboonders alsse [ ontrouw Wesen willen ] , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met schande ende",Mutiny,40-210
75,willen,evokes,40-210,10190-10196,Mutiny[167],None,['40-206'],None,None,None,None,None,None,None,None,None,ontrouw Wesen willen,"['40-208', '40-209', '40-210']","oock deselue niet bastandt , omme d'ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders Imboonders alsse [ ontrouw Wesen willen ] , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met schande ende",Mutiny,40-210
76,becomen,isOfType,40-293,10680-10687,Getting,['40-287[143]'],['40-239[142]'],None,None,None,None,None,None,None,None,None,becomen,['40-293'],"extensie van Garnisoenen ofte fortificatien meer voorgenomen werden , sonder alvooren daer toee speciale last ende ordre van ons [ becomen ] Is hebben Visitate ge . Ende dewijle men door extremiteijt van wapenen ( twelck doch niet dan groote lasten ,",Getting,40-293
77,nieuwe,evokes,42-153,11649-11655,BeginningARelationship[168],['42-133[144]'],['42-133[144]'],None,None,['42-133[144]'],None,None,None,None,None,None,nieuwe vruntschap,"['42-153', '42-154']",", Loeboe , Combello , dessidi , Orang ende consorten , als onse oude Bondtgenoten , in termen van [ nieuwe vruntschap ] te geraecken , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture herstelt , ende",BeginningARelationship,42-154
78,vruntschap,evokes,42-154,11656-11666,BeginningARelationship[168],['42-133[144]'],['42-133[144]'],None,None,['42-133[144]'],None,None,None,None,None,None,nieuwe vruntschap,"['42-153', '42-154']",", Loeboe , Combello , dessidi , Orang ende consorten , als onse oude Bondtgenoten , in termen van [ nieuwe vruntschap ] te geraecken , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture herstelt , ende",BeginningARelationship,42-154
79,t'vervoeren,isOfType,42-175,11804-11815,Transportation,['42-177'],None,None,None,None,None,None,None,None,None,None,t'vervoeren,['42-175'],"geraecken , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture herstelt , ende alsoo [ t'vervoeren ] vande Nagelen int aenstaende mochte voorgecomen werden , soo lange niet gedisponeert sijn t'selue anders te beletten Schhtervolgende V Ed",Transportation,42-175
80,becomen,isOfType,43-29,12098-12105,Getting,['43-2[145]'],None,None,None,None,None,None,None,None,None,None,becomen,['43-29'],"V. Ed : Gouuernements , Directien , Comptoiren ende Residentien in Jndia bij sonder beraemt , ende met hollandia [ becomen ] , hebben wij dvoors de tromme 1 Aoor bij enen 3 eeen Gecommitteerde mede gelast UEd : ordre desen ,",Getting,43-29
81,mede,isOfType,47-35,12360-12364,Transportation[169],['47-27[146]'],None,None,None,None,None,None,None,None,None,['47-33[147]'],mede gegeuen,"['47-35', '47-36']","bevoirderen ende waer te nemen , gelijck V Ed : bij neuensgaende copie van onse Instructie , aende selue [ mede gegeuen ] , van d‛een ende d'ander naerder onderrichtinge sult connen becomen , Waer aen ons voirder gedraegen Van Jambij sijn",Transportation,47-36
82,gegeuen,isOfType,47-36,12365-12372,Transportation[169],['47-27[146]'],None,None,None,None,None,None,None,None,None,['47-33[147]'],mede gegeuen,"['47-35', '47-36']","bevoirderen ende waer te nemen , gelijck V Ed : bij neuensgaende copie van onse Instructie , aende selue [ mede gegeuen ] , van d‛een ende d'ander naerder onderrichtinge sult connen becomen , Waer aen ons voirder gedraegen Van Jambij sijn",Transportation,47-36
83,aengecomen,isOfType,48-11,12522-12532,Arriving,None,['48-12[148]'],['48-4'],None,None,None,['48-20[149]'],['48-2'],None,None,None,aengecomen,['48-11'],"sult connen becomen , Waer aen ons voirder gedraegen Van Jambij sijn hier den 15 . en 13.en December [ aengecomen ] de Jachten Beuerwijck ende de Bare geladen met 5100 xi . P ever „ aen geldt , ende coopmanschappen ,",Arriving,48-11
84,besteedt,isOfType,48-60,12804-12812,Buying,['48-59'],None,None,None,None,None,None,None,None,None,None,besteedt,['48-60'],"dat ongeveerlijck 150 . lasten Peper souden connen procureren . ( T‛sedert hebben verstaen , hoe alles aen Epper [ besteedt ] was , Waer ouer d'onse 150 . a 200 . pagqe . vleeden niet eenich geldt versoucken , gissing maeckende",Buying,48-60
85,Doorraedt,isOfType,48-97,13002-13011,BeingAtAPlace,['48-92[150]'],None,None,None,None,None,None,None,None,None,None,Doorraedt,['48-97'],"gissing maeckende , soo die gesonden werden , dat tegen Martij toecomende omtrent 5000 . tpicol picol wever in [ Doorraedt ] sullen hebben . Noch geldt noch cleeden connen derrewaerts seijnden voor dat nieuw secours van Nederlandt ende Choromandel becomen „",BeingAtAPlace,48-97
86,gesonden,isOfType,50-198,14309-14317,Transportation,['50-194'],['50-191'],None,None,None,None,None,['50-196'],['50-197'],None,['50-192[151]'],gesonden,['50-198'],"Palimban sijn de Jambinesen tegenwoordich vrij wat bevreest , oor desen hebben d'onse verscheijden Schepen ledich van daer herwaertse [ gesonden ] , ende nu versoecken sij andere , soo om de Peper van daer te lichten , als om Compes Volck",Transportation,50-198
87,aengecomen,isOfType,52-13,14788-14798,Arriving,None,['52-15[153]'],['52-5'],None,None,None,None,['52-7[152]'],None,None,None,aengecomen,['52-13'],"de Maccausche dravetten daer omtrent te cruijssen Vooren Is geseijdt hoe hier van Teijouhan ende Japan Godtloff . abel [ aengecomen ] sijn de Schepen Brasimus ende de Vreede . t Schip , de Vreede heel mastelaos , sijnde op 5â Draden",Arriving,52-13
88,mastelaos,evokes,52-28,14866-14875,BeingDamaged,['52-22[154]'],None,None,None,None,None,None,None,None,None,None,mastelaos,['52-28'],"Japan Godtloff . abel aengecomen sijn de Schepen Brasimus ende de Vreede . t Schip , de Vreede heel [ mastelaos ] , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende in groot perijckel",BeingDamaged,52-28
