,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
67,deruen,isOfType,30-128,6927-6933,FinancialTransaction,None,['30-115'],['30-119[205]'],None,None,None,None,None,None,None,None,deruen,['30-128'],", Regu ende elders teiqueren , sij mogen den handel op dese Quartieren veel min dan Wij Marilwats . [ deruen ] . U Ed : aduijs aengaende t'redres van dese saecke , sullen daerop gaerne hooren . eeveee Der neuens gaende",FinancialTransaction,30-128
68,becomen,isOfType,32-14,7097-7104,Getting,['32-1[206]'],None,None,None,None,None,None,['32-13'],None,None,None,becomen,['32-14'],"sullen daerop gaerne hooren . eeveee Der neuens gaende copie van missiue ouer de Custe Choromme . van Surarte [ becomen ] , sullen u Ed : dien hoe d'onse aldaer sonder Negotie saten , belast sijnde met 200 O gl .",Getting,32-14
69,gedaelt,*,33-16,7340-7347,Decreasing,['33-15'],None,None,None,None,None,None,None,None,None,None,gedaelt,['33-16'],"grooten Interest moeten betalen Ede specerijen Nagelen , Nooten ende foelije waren meer dan 50 . Rcento in prijs [ gedaelt ] , conden geene vercoopen , dan tot leegen Phris Ambeine Banda Js Almigon eicht bij paliacatte drijuen d'Engelschen Engelschen haren",Decreasing,33-16
70,vercoopen,isOfType,33-20,7363-7372,Selling,['33-2[209]'],None,['32-8[207]'],None,None,None,None,None,None,None,None,vercoopen,['33-20'],"Ede specerijen Nagelen , Nooten ende foelije waren meer dan 50 . Rcento in prijs gedaelt , conden geene [ vercoopen ] , dan tot leegen Phris Ambeine Banda Js Almigon eicht bij paliacatte drijuen d'Engelschen Engelschen haren handel , welcke plaetse",Selling,33-20
71,drijuen,isOfType,35-6,7442-7449,FinancialTransaction,None,['35-7'],['35-1[210]'],None,None,None,None,None,None,None,None,drijuen,['35-6'],"in prijs gedaelt , conden geene vercoopen , dan tot leegen Phris Ambeine Banda Js Almigon eicht bij paliacatte [ drijuen ] d'Engelschen Engelschen haren handel , welcke plaetse haer soo : dienstich is , als ons Paliacatte . Op haer versouck",FinancialTransaction,35-6
72,geboorden,isOfType,36-19,7809-7818,Transportation[315],['36-23[217]'],None,None,None,None,None,['36-27[218]'],['12-34[84]'],['36-17[213]'],None,None,geboorden hadden,"['36-19', '36-20']","Met onse Jongste is uEd : geaduiseert hoe van hier door de Strate van Mallacca Mallacc nae Masilipats . [ geboorden hadden ] t ' Jacht Wedenblycq met een Capitael van l 120885 „ 15 „ Waer mede oock ouergegaen is ,",Transportation,36-20
73,hadden,isOfType,36-20,7819-7825,Transportation[315],['36-23[217]'],None,None,None,None,None,['36-27[218]'],['12-34[84]'],['36-17[213]'],None,None,geboorden hadden,"['36-19', '36-20']","Met onse Jongste is uEd : geaduiseert hoe van hier door de Strate van Mallacca Mallacc nae Masilipats . [ geboorden hadden ] t ' Jacht Wedenblycq met een Capitael van l 120885 „ 15 „ Waer mede oock ouergegaen is ,",Transportation,36-20
74,ouergegaen,*,36-37,7899-7909,Transportation[316],['36-40[219]'],None,None,None,None,None,None,['12-34[85]'],['36-17[211]'],None,['36-21[214]'],ouergegaen is,"['36-37', '36-38']",". geboorden hadden t ' Jacht Wedenblycq met een Capitael van l 120885 „ 15 „ Waer mede oock [ ouergegaen is ] , Mousabeeck , Ambassadeur des Conincks van Pertia . Onise cruijssende Jachten hebben t'selue den 35e Octob . pasto",Transportation,36-38
75,is,*,36-38,7910-7912,Transportation[316],['36-40[219]'],None,None,None,None,None,None,['12-34[85]'],['36-17[211]'],None,['36-21[214]'],ouergegaen is,"['36-37', '36-38']",". geboorden hadden t ' Jacht Wedenblycq met een Capitael van l 120885 „ 15 „ Waer mede oock [ ouergegaen is ] , Mousabeeck , Ambassadeur des Conincks van Pertia . Onise cruijssende Jachten hebben t'selue den 35e Octob . pasto",Transportation,36-38
76,gerescontreert,isOfType,36-66,8079-8093,Miscellaneous,None,"['36-48[220]', '36-21[215]']",None,None,None,None,None,None,None,None,None,gerescontreert,['36-66'],". Onise cruijssende Jachten hebben t'selue den 35e Octob . pasto . omtrent ppoulo - Vercelaer bij Noorden Mallacca [ gerescontreert ] . Waer ouer aipvarent is , dat een spoedige reijs doen sal , twelck Godt gene dr 21e . Septembris",Miscellaneous,36-66
77,spoedige,*,36-75,8129-8137,Voyage[317],None,['36-22[216]'],None,None,None,None,None,['12-34[86]'],['36-17[212]'],None,None,spoedige reijs,"['36-75', '36-76']",". pasto . omtrent ppoulo - Vercelaer bij Noorden Mallacca gerescontreert . Waer ouer aipvarent is , dat een [ spoedige reijs ] doen sal , twelck Godt gene dr 21e . Septembris pasen . was t'Jacht Grombershanen van Masilivas . naer",Voyage,36-76
78,reijs,*,36-76,8138-8143,Voyage[317],None,['36-22[216]'],None,None,None,None,None,['12-34[86]'],['36-17[212]'],None,None,spoedige reijs,"['36-75', '36-76']",". pasto . omtrent ppoulo - Vercelaer bij Noorden Mallacca gerescontreert . Waer ouer aipvarent is , dat een [ spoedige reijs ] doen sal , twelck Godt gene dr 21e . Septembris pasen . was t'Jacht Grombershanen van Masilivas . naer",Voyage,36-76
79,vertrocken,isOfType,37-14,8256-8266,Leaving,None,['37-7[222]'],None,['37-1[221]'],None,None,['37-19[229]'],['37-10'],['37-13[226]'],None,None,vertrocken,['37-14'],"sal , twelck Godt gene dr 21e . Septembris pasen . was t'Jacht Grombershanen van Masilivas . naer Arraccan [ vertrocken ] met een Cargasoen van ƒ 3900 . om tselue aen blauen , otterijs rijs te besteden , met ordre dat",Leaving,37-14
80,besteden,isOfType,37-29,8333-8341,FinancialTransaction,"['37-25', '37-19[230]', '37-27']",None,None,None,None,None,None,None,None,None,None,besteden,['37-29'],". naer Arraccan vertrocken met een Cargasoen van ƒ 3900 . om tselue aen blauen , otterijs rijs te [ besteden ] , met ordre dat tegen hal ff December weder voor Masilipats . Keere . uo 16en . Decemb . passaco",FinancialTransaction,37-29
81,Keere,isOfType,37-42,8404-8409,Transportation,None,['37-7[225]'],None,None,None,None,None,['37-13[228]'],['12-34[87]'],None,None,Keere,['37-42'],"aen blauen , otterijs rijs te besteden , met ordre dat tegen hal ff December weder voor Masilipats . [ Keere ] . uo 16en . Decemb . passaco hebben van hier naer Amboina , ende Gaudamet Gauda de Noodige comptanten coopmanschappen",Transportation,37-42
82,gesonden,isOfType,38-20,8537-8545,Transportation,None,None,None,['38-1[231]'],None,None,['38-14[232]'],['38-8'],"['38-10', '38-13']",None,['38-21[233]'],gesonden,['38-20'],". Decemb . passaco hebben van hier naer Amboina , ende Gaudamet Gauda de Noodige comptanten coopmanschappen ende prouisien [ gesonden ] de Schepen Suijdthollandt ende den Arent , met ordre dat in compen . Amboina sullen aendoen , ende dat het",Transportation,38-20
83,sal,isOfType,38-48,8693-8696,Leaving[318],None,None,"['38-34', '38-41[235]']",None,None,None,None,None,['38-47'],None,None,sal loopen,"['38-48', '38-49']","ordre dat in compen . Amboina sullen aendoen , ende dat het Shp Hollandt van daer voorts naer Banda [ sal loopen ] , soo haest in Amboina gemust _ . can worden Met gemelte Schepen hebben wij naer Amboina ende Banda",Leaving,38-49
84,loopen,isOfType,38-49,8697-8703,Leaving[318],None,None,"['38-34', '38-41[235]']",None,None,None,None,None,['38-47'],None,None,sal loopen,"['38-48', '38-49']","ordre dat in compen . Amboina sullen aendoen , ende dat het Shp Hollandt van daer voorts naer Banda [ sal loopen ] , soo haest in Amboina gemust _ . can worden Met gemelte Schepen hebben wij naer Amboina ende Banda",Leaving,38-49
85,affgevaerdicht,isOfType,39-10,8804-8818,Transportation,['39-15[242]'],['39-5'],None,None,None,None,None,None,['39-7[239]'],None,['38-21[234]'],affgevaerdicht,['39-10'],", soo haest in Amboina gemust _ . can worden Met gemelte Schepen hebben wij naer Amboina ende Banda [ affgevaerdicht ] als onse expresse Gecommitteerde den Oppercoopman Gregorius Cornelij ermmate Etr ende Capn . Marten Jansz Vogel , omme in d‛een",Transportation,39-10
86,bevoirderen,isOfType,40-15,8970-8981,JoiningAnOrganization,['39-7[240]'],['39-15[241]'],None,None,None,None,None,None,None,None,None,bevoirderen,['40-15'],"Oppercoopman Gregorius Cornelij ermmate Etr ende Capn . Marten Jansz Vogel , omme in d‛een ende d'ander plaets te [ bevoirderen ] sulcx als den meesten dienst ende woelstandt vande Compen . aldaer vereijscht , Insonderheijt inde Quartieren van Amboina , alwaer",JoiningAnOrganization,40-15
87,in,isOfType,40-57,9245-9247,BeingEmployed[319],"['40-68[248]', '40-53[245]']",['40-62[247]'],['40-31[243]'],['40-47[244]'],None,None,None,None,None,None,None,in dienst,"['40-57', '40-58']","volgens t'schriftelijck verbael vanden Commissaris Gillis Seijs , In April pase . aende cant van 616 . blancke coppen [ in dienst ] ende gagie vande Compnie . gehouden wierden , beneffens 208 . slanen sijnde voorwaer een groot getal , daer",BeingEmployed,40-58
88,dienst,isOfType,40-58,9248-9254,BeingEmployed[319],"['40-68[248]', '40-53[245]']",['40-62[247]'],['40-31[243]'],['40-47[244]'],None,None,None,None,None,None,None,in dienst,"['40-57', '40-58']","volgens t'schriftelijck verbael vanden Commissaris Gillis Seijs , In April pase . aende cant van 616 . blancke coppen [ in dienst ] ende gagie vande Compnie . gehouden wierden , beneffens 208 . slanen sijnde voorwaer een groot getal , daer",BeingEmployed,40-58
89,becomen,isOfType,40-141,9754-9761,Getting,['40-133[258]'],None,None,None,None,None,None,['40-140'],None,None,None,becomen,['40-141'],"Coppen ten hoochsten , aldaer geseten wais ongelijck meerder ontsach , vorderlijcker handel ende treffelycker nagel retour van daer [ becomen ] ; Van welcke 616 . coppen , 162 . Tsoonen , ende dat apparent vande ervarenste ende loeckste Soldaten ,",Getting,40-141
90,gevoirdert,*,40-186,10030-10040,HavingInternalState+,['40-176[260]'],['40-145[259]'],['40-182[261]'],None,None,None,None,None,None,None,None,gevoirdert,['40-186'],"Garnisoen verdeelt sij Behaluen dat met voorsz verdeelinge tot Compes . progres ende Goulagiement in gemelte Quartieren gants niet [ gevoirdert ] Werct soo is oock deselue niet bastandt , omme d'ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders",HavingInternalState+,40-186
91,d'ffiuasien,isOfType,40-196,10088-10099,Invasion,['40-83[254]'],['40-198[263]'],None,None,None,None,None,None,None,None,None,d'ffiuasien,['40-196'],". progres ende Goulagiement in gemelte Quartieren gants niet gevoirdert Werct soo is oock deselue niet bastandt , omme [ d'ffiuasien ] van externer Vijanden te connen resisteren , nochte oock d'Imboonders Imboonders alsse ontrouw Wesen willen , in ontsach ende dwang",Invasion,40-196
92,in,isOfType,40-212,10199-10201,TakingSomeoneUnderControl[320],['40-206'],['40-79[250]'],None,None,None,None,None,None,None,None,None,in ontsach ende dwang te houden,"['40-212', '40-213', '40-214', '40-215', '40-216', '40-217']",", omme d'ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders Imboonders alsse ontrouw Wesen willen , [ in ontsach ende dwang te houden ] , Gelijck als op Bouro ende inde Manipes met schande ende verlies van Volck ende",TakingSomeoneUnderControl,40-217
93,ontsach,isOfType,40-213,10202-10209,TakingSomeoneUnderControl[320],['40-206'],['40-79[250]'],None,None,None,None,None,None,None,None,None,in ontsach ende dwang te houden,"['40-212', '40-213', '40-214', '40-215', '40-216', '40-217']",", omme d'ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders Imboonders alsse ontrouw Wesen willen , [ in ontsach ende dwang te houden ] , Gelijck als op Bouro ende inde Manipes met schande ende verlies van Volck ende",TakingSomeoneUnderControl,40-217
94,ende,isOfType,40-214,10210-10214,TakingSomeoneUnderControl[320],['40-206'],['40-79[250]'],None,None,None,None,None,None,None,None,None,in ontsach ende dwang te houden,"['40-212', '40-213', '40-214', '40-215', '40-216', '40-217']",", omme d'ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders Imboonders alsse ontrouw Wesen willen , [ in ontsach ende dwang te houden ] , Gelijck als op Bouro ende inde Manipes met schande ende verlies van Volck ende",TakingSomeoneUnderControl,40-217
95,dwang,isOfType,40-215,10215-10220,TakingSomeoneUnderControl[320],['40-206'],['40-79[250]'],None,None,None,None,None,None,None,None,None,in ontsach ende dwang te houden,"['40-212', '40-213', '40-214', '40-215', '40-216', '40-217']",", omme d'ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders Imboonders alsse ontrouw Wesen willen , [ in ontsach ende dwang te houden ] , Gelijck als op Bouro ende inde Manipes met schande ende verlies van Volck ende",TakingSomeoneUnderControl,40-217
96,te,isOfType,40-216,10221-10223,TakingSomeoneUnderControl[320],['40-206'],['40-79[250]'],None,None,None,None,None,None,None,None,None,in ontsach ende dwang te houden,"['40-212', '40-213', '40-214', '40-215', '40-216', '40-217']",", omme d'ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders Imboonders alsse ontrouw Wesen willen , [ in ontsach ende dwang te houden ] , Gelijck als op Bouro ende inde Manipes met schande ende verlies van Volck ende",TakingSomeoneUnderControl,40-217
97,houden,isOfType,40-217,10224-10230,TakingSomeoneUnderControl[320],['40-206'],['40-79[250]'],None,None,None,None,None,None,None,None,None,in ontsach ende dwang te houden,"['40-212', '40-213', '40-214', '40-215', '40-216', '40-217']",", omme d'ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders Imboonders alsse ontrouw Wesen willen , [ in ontsach ende dwang te houden ] , Gelijck als op Bouro ende inde Manipes met schande ende verlies van Volck ende",TakingSomeoneUnderControl,40-217
98,schande,evokes,40-227,10276-10283,Destroying[321],['40-231[265]'],None,['40-222[264]'],None,None,None,None,None,None,None,None,schande ende verlies,"['40-227', '40-228', '40-229']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies ] van Volck ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Destroying,40-229
99,ende,evokes,40-228,10284-10288,Destroying[321],['40-231[265]'],None,['40-222[264]'],None,None,None,None,None,None,None,None,schande ende verlies,"['40-227', '40-228', '40-229']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies ] van Volck ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Destroying,40-229
100,verlies,evokes,40-229,10289-10296,Destroying[321],['40-231[265]'],None,['40-222[264]'],None,None,None,None,None,None,None,None,schande ende verlies,"['40-227', '40-228', '40-229']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies ] van Volck ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Destroying,40-229
101,extremiteijt,evokes,42-5,10734-10746,ViolentContest[322],None,['42-3'],None,None,None,None,None,None,None,None,None,extremiteijt van wapenen,"['42-5', '42-6', '42-7']","alvooren daer toee speciale last ende ordre van ons becomen Is hebben Visitate ge . Ende dewijle men door [ extremiteijt van wapenen ] ( twelck doch niet dan groote lasten , onseeckere uijtcompsten , horrible bloetstorting , Herderff van menschen ende",ViolentContest,42-7
102,van,evokes,42-6,10747-10750,ViolentContest[322],None,['42-3'],None,None,None,None,None,None,None,None,None,extremiteijt van wapenen,"['42-5', '42-6', '42-7']","alvooren daer toee speciale last ende ordre van ons becomen Is hebben Visitate ge . Ende dewijle men door [ extremiteijt van wapenen ] ( twelck doch niet dan groote lasten , onseeckere uijtcompsten , horrible bloetstorting , Herderff van menschen ende",ViolentContest,42-7
103,wapenen,evokes,42-7,10751-10758,ViolentContest[322],None,['42-3'],None,None,None,None,None,None,None,None,None,extremiteijt van wapenen,"['42-5', '42-6', '42-7']","alvooren daer toee speciale last ende ordre van ons becomen Is hebben Visitate ge . Ende dewijle men door [ extremiteijt van wapenen ] ( twelck doch niet dan groote lasten , onseeckere uijtcompsten , horrible bloetstorting , Herderff van menschen ende",ViolentContest,42-7
104,vervallen,*,42-59,11084-11093,Damaging,['42-60[267]'],['42-5[266]'],['42-62[270]'],None,None,None,None,None,None,None,None,vervallen,['42-59'],"Compes . nootwendich soulaes ( den Nagelhandel ) naer hem is bleijpende ) Jegenwoordich niet gedisponeert is , den [ vervallen ] Stadt inde Quartieren van Ambr . naer behooren te restaureren ende te verseeckeren , ende dat het in aller manieren",Damaging,42-59
105,restaureren,*,42-69,11144-11155,Healing[323],['42-60[268]'],None,None,None,None,None,None,None,None,None,None,restaureren ende te verseeckeren,"['42-69', '42-70', '42-71', '42-72']","is bleijpende ) Jegenwoordich niet gedisponeert is , den vervallen Stadt inde Quartieren van Ambr . naer behooren te [ restaureren ende te verseeckeren ] , ende dat het in aller manieren geradender ende voor de presente gestaltenisser vande Compe . nitter",Healing,42-72
106,ende,*,42-70,11156-11160,Healing[323],['42-60[268]'],None,None,None,None,None,None,None,None,None,None,restaureren ende te verseeckeren,"['42-69', '42-70', '42-71', '42-72']","is bleijpende ) Jegenwoordich niet gedisponeert is , den vervallen Stadt inde Quartieren van Ambr . naer behooren te [ restaureren ende te verseeckeren ] , ende dat het in aller manieren geradender ende voor de presente gestaltenisser vande Compe . nitter",Healing,42-72
107,te,*,42-71,11161-11163,Healing[323],['42-60[268]'],None,None,None,None,None,None,None,None,None,None,restaureren ende te verseeckeren,"['42-69', '42-70', '42-71', '42-72']","is bleijpende ) Jegenwoordich niet gedisponeert is , den vervallen Stadt inde Quartieren van Ambr . naer behooren te [ restaureren ende te verseeckeren ] , ende dat het in aller manieren geradender ende voor de presente gestaltenisser vande Compe . nitter",Healing,42-72
108,verseeckeren,*,42-72,11164-11176,Healing[323],['42-60[268]'],None,None,None,None,None,None,None,None,None,None,restaureren ende te verseeckeren,"['42-69', '42-70', '42-71', '42-72']","is bleijpende ) Jegenwoordich niet gedisponeert is , den vervallen Stadt inde Quartieren van Ambr . naer behooren te [ restaureren ende te verseeckeren ] , ende dat het in aller manieren geradender ende voor de presente gestaltenisser vande Compe . nitter",Healing,42-72
109,nieuwe,isOfType,42-153,11649-11655,RelationshipChange[324],['40-80[252]'],['40-80[252]'],None,None,['40-80[252]'],None,None,None,None,None,None,nieuwe vruntschap te geraecken,"['42-153', '42-154', '42-155', '42-156']",", Loeboe , Combello , dessidi , Orang ende consorten , als onse oude Bondtgenoten , in termen van [ nieuwe vruntschap te geraecken ] , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture herstelt , ende",RelationshipChange,42-156
110,vruntschap,isOfType,42-154,11656-11666,RelationshipChange[324],['40-80[252]'],['40-80[252]'],None,None,['40-80[252]'],None,None,None,None,None,None,nieuwe vruntschap te geraecken,"['42-153', '42-154', '42-155', '42-156']",", Loeboe , Combello , dessidi , Orang ende consorten , als onse oude Bondtgenoten , in termen van [ nieuwe vruntschap te geraecken ] , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture herstelt , ende",RelationshipChange,42-156
111,te,isOfType,42-155,11667-11669,RelationshipChange[324],['40-80[252]'],['40-80[252]'],None,None,['40-80[252]'],None,None,None,None,None,None,nieuwe vruntschap te geraecken,"['42-153', '42-154', '42-155', '42-156']",", Loeboe , Combello , dessidi , Orang ende consorten , als onse oude Bondtgenoten , in termen van [ nieuwe vruntschap te geraecken ] , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture herstelt , ende",RelationshipChange,42-156
112,geraecken,isOfType,42-156,11670-11679,RelationshipChange[324],['40-80[252]'],['40-80[252]'],None,None,['40-80[252]'],None,None,None,None,None,None,nieuwe vruntschap te geraecken,"['42-153', '42-154', '42-155', '42-156']",", Loeboe , Combello , dessidi , Orang ende consorten , als onse oude Bondtgenoten , in termen van [ nieuwe vruntschap te geraecken ] , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture herstelt , ende",RelationshipChange,42-156
113,herstelt,isOfType,42-171,11782-11790,Repairing,None,None,None,None,None,None,None,None,None,None,None,herstelt,['42-171'],"van nieuwe vruntschap te geraecken , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture [ herstelt ] , ende alsoo t'vervoeren vande Nagelen int aenstaende mochte voorgecomen werden , soo lange niet gedisponeert sijn t'selue anders te",Repairing,42-171
114,t'vervoeren,isOfType,42-175,11804-11815,Transportation,['42-177'],None,None,None,None,None,None,None,None,None,None,t'vervoeren,['42-175'],"geraecken , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture herstelt , ende alsoo [ t'vervoeren ] vande Nagelen int aenstaende mochte voorgecomen werden , soo lange niet gedisponeert sijn t'selue anders te beletten Schhtervolgende V Ed",Transportation,42-175
115,aengecomen,isOfType,48-11,12522-12532,Arriving,None,['48-12[279]'],['12-34[88]'],['48-5[277]'],None,None,['48-20[280]'],['48-2[273]'],None,None,None,aengecomen,['48-11'],"sult connen becomen , Waer aen ons voirder gedraegen Van Jambij sijn hier den 15 . en 13.en December [ aengecomen ] de Jachten Beuerwijck ende de Bare geladen met 5100 xi . P ever „ aen geldt , ende coopmanschappen ,",Arriving,48-11
116,procureren,isOfType,48-49,12742-12752,Buying,['48-42[281]'],None,['48-2[274]'],None,None,None,None,None,None,None,None,procureren,['48-49'],", resteerde bij t'comptoir comptoir aldaer noch omtrent soo veele , dat ongeveerlijck 150 . lasten Peper souden connen [ procureren ] . ( T‛sedert hebben verstaen , hoe alles aen Epper besteedt was , Waer ouer d'onse 150 . a 200",Buying,48-49
117,besteedt,isOfType,48-60,12804-12812,FinancialTransaction,['48-59'],None,None,None,None,None,None,None,None,None,None,besteedt,['48-60'],"dat ongeveerlijck 150 . lasten Peper souden connen procureren . ( T‛sedert hebben verstaen , hoe alles aen Epper [ besteedt ] was , Waer ouer d'onse 150 . a 200 . pagqe . vleeden niet eenich geldt versoucken , gissing maeckende",FinancialTransaction,48-60
118,gesonden,isOfType,48-84,12925-12933,Giving[325],['48-66[282]'],['12-34[89]'],None,None,None,['48-2[275]'],None,None,None,None,None,gesonden werden,"['48-84', '48-85']","d'onse 150 . a 200 . pagqe . vleeden niet eenich geldt versoucken , gissing maeckende , soo die [ gesonden werden ] , dat tegen Martij toecomende omtrent 5000 . tpicol wever in Doorraedt sullen hebben . Noch geldt noch cleeden",Giving,48-85
119,werden,isOfType,48-85,12934-12940,Giving[325],['48-66[282]'],['12-34[89]'],None,None,None,['48-2[275]'],None,None,None,None,None,gesonden werden,"['48-84', '48-85']","d'onse 150 . a 200 . pagqe . vleeden niet eenich geldt versoucken , gissing maeckende , soo die [ gesonden werden ] , dat tegen Martij toecomende omtrent 5000 . tpicol wever in Doorraedt sullen hebben . Noch geldt noch cleeden",Giving,48-85
120,sullen,isOfType,48-98,13012-13018,Getting[326],['48-91[283]'],None,None,None,None,None,None,None,None,None,None,sullen hebben,"['48-98', '48-99']","gissing maeckende , soo die gesonden werden , dat tegen Martij toecomende omtrent 5000 . tpicol wever in Doorraedt [ sullen hebben ] . Noch geldt noch cleeden connen derrewaerts seijnden voor dat nieuw secours van Nederlandt ende Choromandel becomen „ 32",Getting,48-99
121,hebben,isOfType,48-99,13019-13025,Getting[326],['48-91[283]'],None,None,None,None,None,None,None,None,None,None,sullen hebben,"['48-98', '48-99']","gissing maeckende , soo die gesonden werden , dat tegen Martij toecomende omtrent 5000 . tpicol wever in Doorraedt [ sullen hebben ] . Noch geldt noch cleeden connen derrewaerts seijnden voor dat nieuw secours van Nederlandt ende Choromandel becomen „ 32",Getting,48-99
122,seijnden,*,48-107,13071-13079,Giving,['48-101[284]'],['12-34[90]'],None,None,None,['48-2[276]'],None,None,None,None,None,seijnden,['48-107'],tegen Martij toecomende omtrent 5000 . tpicol wever in Doorraedt sullen hebben . Noch geldt noch cleeden connen derrewaerts [ seijnden ] voor dat nieuw secours van Nederlandt ende Choromandel becomen „ 32 „ 4 . = Den oppercoopman van Jambij Cornelis,Giving,48-107
123,becomen,isOfType,48-116,13135-13142,Getting,['48-110[285]'],['12-34[91]'],None,None,None,None,None,None,None,None,None,becomen,['48-116'],"Doorraedt sullen hebben . Noch geldt noch cleeden connen derrewaerts seijnden voor dat nieuw secours van Nederlandt ende Choromandel [ becomen ] „ 32 „ 4 . = Den oppercoopman van Jambij Cornelis vander Hoeff aduiseert ons , hoe vanden Coninck van",Getting,48-116
124,Exploict,evokes,50-26,13318-13326,ViolentContest,"['50-28', '50-13[289]']","['50-28', '50-13[289]']",None,None,"['50-28', '50-13[289]']",None,None,None,None,None,None,Exploict,['50-26'],"Hoeff aduiseert ons , hoe vanden Coninck van Jambij versocht heeft recompense voor onsen gepresteerden dienst , opt ' [ Exploict ] naer Dalimban , maer heeft niet anders connen obtineren dan uijtstel van betalinge des Tols , tot dat de Coninck",ViolentContest,50-26
125,obtineren,isOfType,50-35,13373-13382,Getting,['50-37[290]'],['50-1[287]'],None,None,None,None,None,None,None,None,None,obtineren,['50-35'],"versocht heeft recompense voor onsen gepresteerden dienst , opt ' Exploict naer Dalimban , maer heeft niet anders connen [ obtineren ] dan uijtstel van betalinge des Tols , tot dat de Coninck Antwoordt op sijn versouck van Nieuw secours tegen Palimban",Getting,50-35
126,becompt,isOfType,50-56,13500-13507,Getting,['50-52[291]'],None,None,None,None,None,None,None,None,None,None,becompt,['50-56'],"uijtstel van betalinge des Tols , tot dat de Coninck Antwoordt op sijn versouck van Nieuw secours tegen Palimban [ becompt ] ; Velck secours den Coninck van ons ongetwijffelt , met dier Intentie versoeckt , als wel e e vn e",Getting,50-56
127,cruijssende,isOfType,51-8,14497-14508,Voyage,['51-1[292]'],None,None,None,None,None,None,None,None,None,None,cruijssende,['51-8'],"lichten , als om Compes Volck ende restanten aldaer te mogen verseeckeren Onse tfachten Int ' vaerwater van Mallacca [ cruijssende ] , hadden , niet anders verricht , dan met onse Jongste geaduiseert is ; E. ober deeen sijn vande Noort",Voyage,51-8
128,vertrocken,isOfType,51-36,14645-14655,Leaving,None,['51-1[293]'],['51-27[296]'],None,None,None,None,None,['51-34[297]'],None,None,vertrocken,['51-36'],"met onse Jongste geaduiseert is ; E. ober deeen sijn vande Noort naer Pedra branca , om de Zuijdt [ vertrocken ] C = a sog om de Maccausche dravetten daer omtrent te cruijssen Vooren Is geseijdt hoe hier van Teijouhan ende",Leaving,51-36
129,aengecomen,isOfType,52-13,14788-14798,Arriving,None,['52-15[300]'],['12-34[92]'],None,None,None,None,['52-7[299]'],None,None,None,aengecomen,['52-13'],"de Maccausche dravetten daer omtrent te cruijssen Vooren Is geseijdt hoe hier van Teijouhan ende Japan Godtloff . abel [ aengecomen ] sijn de Schepen Brasimus ende de Vreede . t Schip , de Vreede heel mastelaos , sijnde op 5â Draden",Arriving,52-13
130,heel,evokes,52-27,14861-14865,BeingDamaged[327],['52-22[301]'],None,None,None,None,None,None,None,None,None,None,heel mastelaos,"['52-27', '52-28']","ende Japan Godtloff . abel aengecomen sijn de Schepen Brasimus ende de Vreede . t Schip , de Vreede [ heel mastelaos ] , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende in groot",BeingDamaged,52-28
131,mastelaos,evokes,52-28,14866-14875,BeingDamaged[327],['52-22[301]'],None,None,None,None,None,None,None,None,None,None,heel mastelaos,"['52-27', '52-28']","ende Japan Godtloff . abel aengecomen sijn de Schepen Brasimus ende de Vreede . t Schip , de Vreede [ heel mastelaos ] , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende in groot",BeingDamaged,52-28
