,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
67,becomen,isOfType,40-141,9754-9761,Getting,['40-137[196]'],None,None,None,None,None,None,None,None,None,None,becomen,['40-141'],"Coppen ten hoochsten , aldaer geseten wais ongelijck meerder ontsach , vorderlijcker handel ende treffelycker nagel retour van daer [ becomen ] ; Van welcke 616 . coppen , 162 . Tsoonen , ende dat apparent vande ervarenste ende loeckste Soldaten ,",Getting,40-141
68,d'ffiuasien,evokes,40-196,10088-10099,Invasion,None,['40-198[198]'],None,None,None,None,None,None,None,None,None,d'ffiuasien,['40-196'],". progres ende Goulagiement in gemelte Quartieren gants niet gevoirdert Werct soo is oock deselue niet bastandt , omme [ d'ffiuasien ] van externer Vijanden te connen resisteren , nochte oock d'Imboonders alsse ontrouw Wesen willen , in ontsach ende dwang te",Invasion,40-196
69,Vijanden,evokes,40-199,10113-10121,BeingInConflict,None,None,None,None,None,None,None,None,None,None,None,Vijanden,['40-199'],"Goulagiement in gemelte Quartieren gants niet gevoirdert Werct soo is oock deselue niet bastandt , omme d'ffiuasien van externer [ Vijanden ] te connen resisteren , nochte oock d'Imboonders alsse ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck",BeingInConflict,40-199
70,verlies,evokes,40-229,10289-10296,HavingInternalState,['40-231'],None,None,None,None,None,None,None,None,None,None,verlies,['40-229'],"willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met schande ende [ verlies ] van Volck ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de verspreijde macht",HavingInternalState,40-229
71,extensie,isOfType,40-274,10551-10559,Increasing,"['40-278', '40-276']",None,None,None,None,None,None,None,None,None,None,extensie,['40-274'],"ende last , geschiet is ) weder in te trecken , met expres Verboth dat int ' aenstaende geene [ extensie ] van Garnisoenen ofte fortificatien meer voorgenomen werden , sonder alvooren daer toee speciale last ende ordre van ons becomen Is",Increasing,40-274
72,bloetstorting,evokes,42-20,10833-10846,BeingInConflict,None,None,None,None,None,None,None,None,None,None,None,bloetstorting,['42-20'],"Ende dewijle men door extremiteijt van wapenen ( twelck doch niet dan groote lasten , onseeckere uijtcompsten , horrible [ bloetstorting ] , Herderff van menschen ende Landen , hadije ende emulatie van nabuijren mitsgaders voor eerst groote verachtering in des Compes",BeingInConflict,42-20
73,Herderff,evokes,42-22,10849-10857,HavingInternalState,['42-24[199]'],None,None,None,None,None,None,None,None,None,None,Herderff,['42-22'],"men door extremiteijt van wapenen ( twelck doch niet dan groote lasten , onseeckere uijtcompsten , horrible bloetstorting , [ Herderff ] van menschen ende Landen , hadije ende emulatie van nabuijren mitsgaders voor eerst groote verachtering in des Compes . nootwendich",HavingInternalState,42-22
74,verachtering,isOfType,42-37,10949-10961,Decreasing,['42-45[200]'],None,None,None,None,None,None,None,None,None,None,verachtering,['42-37'],", horrible bloetstorting , Herderff van menschen ende Landen , hadije ende emulatie van nabuijren mitsgaders voor eerst groote [ verachtering ] in des Compes . nootwendich soulaes ( den Nagelhandel ) naer hem is bleijpende ) Jegenwoordich niet gedisponeert is ,",Decreasing,42-37
75,vervallen,isOfType,42-59,11084-11093,HavingInternalState,['42-60[202]'],None,['42-62[203]'],None,None,None,None,None,None,None,None,vervallen,['42-59'],"Compes . nootwendich soulaes ( den Nagelhandel ) naer hem is bleijpende ) Jegenwoordich niet gedisponeert is , den [ vervallen ] Stadt inde Quartieren van Ambr . naer behooren te restaureren ende te verseeckeren , ende dat het in aller manieren",HavingInternalState,42-59
76,Bondtgenoten,evokes,42-148,11620-11632,Collaboration,None,None,None,None,None,None,None,None,None,None,None,Bondtgenoten,['42-148'],", met die van Bittoe , Loeboe , Combello , dessidi , Orang ende consorten , als onse oude [ Bondtgenoten ] , in termen van nieuwe vruntschap te geraecken , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende",Collaboration,42-148
77,t'vervoeren,isOfType,42-175,11804-11815,Transportation,['42-177'],None,None,None,None,None,None,None,None,None,None,t'vervoeren,['42-175'],"geraecken , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture herstelt , ende alsoo [ t'vervoeren ] vande Nagelen int aenstaende mochte voorgecomen werden , soo lange niet gedisponeert sijn t'selue anders te beletten Schhtervolgende V Ed",Transportation,42-175
78,becomen,evokes,43-29,12098-12105,Arriving[242]|Getting[243],['43-28|43-5[205]'],None,None,None,None,None,['43-5[204]'],None,None,None,['43-28|43-5[205]'],becomen,['43-29'],"V. Ed : Gouuernements , Directien , Comptoiren ende Residentien in Jndia bij sonder beraemt , ende met hollandia [ becomen ] , hebben wij dvoors de tromme 1 Aoor bij enen 3 eeen Gecommitteerde mede gelast UEd : ordre desen ,",Arriving,43-29
79,bevoirderen,isOfType,47-16,12255-12266,HavingInternalState+,None,None,None,None,None,None,None,None,None,None,None,bevoirderen,['47-16'],"bij enen 3 eeen Gecommitteerde mede gelast UEd : ordre desen , raeckende in gemelte Quartieren van gelijcken te [ bevoirderen ] ende waer te nemen , gelijck V Ed : bij neuensgaende copie van onse Instructie , aende selue mede gegeuen",HavingInternalState+,47-16
80,gegeuen,isOfType,47-36,12365-12372,Giving,['47-30[206]'],None,None,None,None,None,None,None,None,None,None,gegeuen,['47-36'],"ende waer te nemen , gelijck V Ed : bij neuensgaende copie van onse Instructie , aende selue mede [ gegeuen ] , van d‛een ende d'ander naerder onderrichtinge sult connen becomen , Waer aen ons voirder gedraegen Van Jambij sijn hier",Giving,47-36
81,aengecomen,isOfType,48-11,12522-12532,Arriving,None,None,['48-4'],['48-6[209]'],None,None,['48-20[211]'],None,None,None,['48-12[210]'],aengecomen,['48-11'],"sult connen becomen , Waer aen ons voirder gedraegen Van Jambij sijn hier den 15 . en 13.en December [ aengecomen ] de Jachten Beuerwijck ende de Bare geladen met 5100 xi . P ever „ aen geldt , ende coopmanschappen ,",Arriving,48-11
82,resteerde,isOfType,48-32,12634-12643,HavingInPossession,"['48-27', '48-30']",['48-34'],None,None,None,None,None,None,None,None,None,resteerde,['48-32'],"Jachten Beuerwijck ende de Bare geladen met 5100 xi . P ever „ aen geldt , ende coopmanschappen , [ resteerde ] bij t'comptoir aldaer noch omtrent soo veele , dat ongeveerlijck 150 . lasten Peper souden connen procureren . ( T‛sedert",HavingInPossession,48-32
83,procureren,isOfType,48-49,12742-12752,Buying,['48-43[212]'],None,['48-2[207]'],None,None,None,None,None,None,None,None,procureren,['48-49'],"coopmanschappen , resteerde bij t'comptoir aldaer noch omtrent soo veele , dat ongeveerlijck 150 . lasten Peper souden connen [ procureren ] . ( T‛sedert hebben verstaen , hoe alles aen Epper besteedt was , Waer ouer d'onse 150 . a 200",Buying,48-49
84,besteedt,isOfType,48-60,12804-12812,FinancialTransaction,['48-59'],None,None,None,None,None,None,None,None,None,None,besteedt,['48-60'],"dat ongeveerlijck 150 . lasten Peper souden connen procureren . ( T‛sedert hebben verstaen , hoe alles aen Epper [ besteedt ] was , Waer ouer d'onse 150 . a 200 . pagqe . vleeden niet eenich geldt versoucken , gissing maeckende",FinancialTransaction,48-60
85,gesonden,isOfType,48-84,12925-12933,Transportation,"['48-66[213]', '48-75[214]']",None,None,None,None,None,None,None,['48-2[208]'],None,None,gesonden,['48-84'],"d'onse 150 . a 200 . pagqe . vleeden niet eenich geldt versoucken , gissing maeckende , soo die [ gesonden ] werden , dat tegen Martij toecomende omtrent 5000 . tpicol wever in Doorraedt sullen hebben . Noch geldt noch cleeden",Transportation,48-84
86,Doorraedt,evokes,48-97,13002-13011,HavingInPossession,['48-92[218]'],None,None,['48-88[216]'],None,None,None,None,None,None,None,Doorraedt,['48-97'],", gissing maeckende , soo die gesonden werden , dat tegen Martij toecomende omtrent 5000 . tpicol wever in [ Doorraedt ] sullen hebben . Noch geldt noch cleeden connen derrewaerts seijnden voor dat nieuw secours van Nederlandt ende Choromandel becomen „",HavingInPossession,48-97
87,seijnden,isOfType,48-107,13071-13079,Transportation,"['48-102', '48-104']",None,None,None,None,None,None,None,None,None,None,seijnden,['48-107'],tegen Martij toecomende omtrent 5000 . tpicol wever in Doorraedt sullen hebben . Noch geldt noch cleeden connen derrewaerts [ seijnden ] voor dat nieuw secours van Nederlandt ende Choromandel becomen „ 32 „ 4 . = Den oppercoopman van Jambij Cornelis,Transportation,48-107
88,oppercoopman,evokes,50-2,13160-13172,BeingEmployed,['50-5[220]'],None,['50-4'],None,None,None,None,None,None,None,None,oppercoopman,['50-2'],"connen derrewaerts seijnden voor dat nieuw secours van Nederlandt ende Choromandel becomen „ 32 „ 4 . = Den [ oppercoopman ] van Jambij Cornelis vander Hoeff aduiseert ons , hoe vanden Coninck van Jambij versocht heeft recompense voor onsen gepresteerden dienst",BeingEmployed,50-2
89,Coninck,evokes,50-13,13233-13240,BeingLeader,None,None,['50-15'],None,None,None,None,None,None,None,None,Coninck,['50-13'],"becomen „ 32 „ 4 . = Den oppercoopman van Jambij Cornelis vander Hoeff aduiseert ons , hoe vanden [ Coninck ] van Jambij versocht heeft recompense voor onsen gepresteerden dienst , opt ' Exploict naer Dalimban , maer heeft niet anders",BeingLeader,50-13
90,recompense,isOfType,50-18,13267-13277,FinancialTransaction,['50-20[221]'],None,None,None,None,None,None,None,None,None,None,recompense,['50-18'],". = Den oppercoopman van Jambij Cornelis vander Hoeff aduiseert ons , hoe vanden Coninck van Jambij versocht heeft [ recompense ] voor onsen gepresteerden dienst , opt ' Exploict naer Dalimban , maer heeft niet anders connen obtineren dan uijtstel van",FinancialTransaction,50-18
91,betalinge,isOfType,50-39,13400-13409,FinancialTransaction,['50-40[222]'],None,None,None,None,None,None,None,None,None,None,betalinge,['50-39'],"onsen gepresteerden dienst , opt ' Exploict naer Dalimban , maer heeft niet anders connen obtineren dan uijtstel van [ betalinge ] des Tols , tot dat de Coninck Antwoordt op sijn versouck van Nieuw secours tegen Palimban becompt ; Velck secours",FinancialTransaction,50-39
92,Coninck,evokes,50-46,13432-13439,BeingLeader,None,None,None,None,None,None,None,None,None,None,None,Coninck,['50-46'],"naer Dalimban , maer heeft niet anders connen obtineren dan uijtstel van betalinge des Tols , tot dat de [ Coninck ] Antwoordt op sijn versouck van Nieuw secours tegen Palimban becompt ; Velck secours den Coninck van ons ongetwijffelt , met",BeingLeader,50-46
93,sonden,isOfType,50-115,13810-13816,Giving,['50-114'],None,None,None,None,None,None,None,None,None,None,sonden,['50-115'],"vrijheijt van toll voor 10 . a 12 . Jaren te ontseggen , ofte soo schoon andermael eenich secours [ sonden ] , dat het selue emmers dog vruchteloos als t'voorgaen soude doen slijten ende eventeren ; DWijle wij voorseecker souden dat",Giving,50-115
94,gesonden,isOfType,50-198,14309-14317,TransLocation,None,None,None,None,None,None,None,None,None,None,['50-192[223]'],gesonden,['50-198'],"Palimban sijn de Jambinesen tegenwoordich vrij wat bevreest , oor desen hebben d'onse verscheijden Schepen ledich van daer herwaertse [ gesonden ] , ende nu versoecken sij andere , soo om de Peper van daer te lichten , als om Compes Volck",TransLocation,50-198
95,cruijssende,isOfType,51-8,14497-14508,Voyage,None,None,['51-3[225]'],None,None,None,None,None,None,None,['51-1[224]'],cruijssende,['51-8'],"lichten , als om Compes Volck ende restanten aldaer te mogen verseeckeren Onse tfachten Int ' vaerwater van Mallacca [ cruijssende ] , hadden , niet anders verricht , dan met onse Jongste geaduiseert is ; E. ober deeen sijn vande Noort",Voyage,51-8
96,vertrocken,*,51-36,14645-14655,Leaving,None,None,['51-27[226]'],None,None,None,None,None,['51-30[227]'],None,None,vertrocken,['51-36'],"met onse Jongste geaduiseert is ; E. ober deeen sijn vande Noort naer Pedra branca , om de Zuijdt [ vertrocken ] C = a sog om de Maccausche dravetten daer omtrent te cruijssen Vooren Is geseijdt hoe hier van Teijouhan ende",Leaving,51-36
97,aengecomen,isOfType,52-13,14788-14798,Arriving,None,None,None,None,None,None,None,"['52-7', '52-9']",None,None,"['52-17', '52-19[228]']",aengecomen,['52-13'],"de Maccausche dravetten daer omtrent te cruijssen Vooren Is geseijdt hoe hier van Teijouhan ende Japan Godtloff . abel [ aengecomen ] sijn de Schepen Brasimus ende de Vreede . t Schip , de Vreede heel mastelaos , sijnde op 5â Draden",Arriving,52-13
98,mastelaos,isOfType,52-28,14866-14875,BeingDamaged,['52-22[231]'],None,None,None,None,None,None,None,None,None,None,mastelaos,['52-28'],"Japan Godtloff . abel aengecomen sijn de Schepen Brasimus ende de Vreede . t Schip , de Vreede heel [ mastelaos ] , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende in groot perijckel",BeingDamaged,52-28
99,alle,isOfType,52-38,14922-14926,Damaging[244],['52-22[230]'],None,['52-31[233]'],None,None,None,None,None,None,None,None,alle de masten ouer boort geblingert,"['52-38', '52-39', '52-40', '52-41', '52-42', '52-43']","de Vreede . t Schip , de Vreede heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael [ alle de masten ouer boort geblingert ] , ende in groot perijckel geweest . hebben door haer verstaen , hoe d'heere bij",Damaging,52-43
100,de,isOfType,52-39,14927-14929,Damaging[244],['52-22[230]'],None,['52-31[233]'],None,None,None,None,None,None,None,None,alle de masten ouer boort geblingert,"['52-38', '52-39', '52-40', '52-41', '52-42', '52-43']","de Vreede . t Schip , de Vreede heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael [ alle de masten ouer boort geblingert ] , ende in groot perijckel geweest . hebben door haer verstaen , hoe d'heere bij",Damaging,52-43
101,masten,isOfType,52-40,14930-14936,Damaging[244],['52-22[230]'],None,['52-31[233]'],None,None,None,None,None,None,None,None,alle de masten ouer boort geblingert,"['52-38', '52-39', '52-40', '52-41', '52-42', '52-43']","de Vreede . t Schip , de Vreede heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael [ alle de masten ouer boort geblingert ] , ende in groot perijckel geweest . hebben door haer verstaen , hoe d'heere bij",Damaging,52-43
102,ouer,isOfType,52-41,14937-14941,Damaging[244],['52-22[230]'],None,['52-31[233]'],None,None,None,None,None,None,None,None,alle de masten ouer boort geblingert,"['52-38', '52-39', '52-40', '52-41', '52-42', '52-43']","de Vreede . t Schip , de Vreede heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael [ alle de masten ouer boort geblingert ] , ende in groot perijckel geweest . hebben door haer verstaen , hoe d'heere bij",Damaging,52-43
103,boort,isOfType,52-42,14942-14947,Damaging[244],['52-22[230]'],None,['52-31[233]'],None,None,None,None,None,None,None,None,alle de masten ouer boort geblingert,"['52-38', '52-39', '52-40', '52-41', '52-42', '52-43']","de Vreede . t Schip , de Vreede heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael [ alle de masten ouer boort geblingert ] , ende in groot perijckel geweest . hebben door haer verstaen , hoe d'heere bij",Damaging,52-43
104,geblingert,isOfType,52-43,14948-14958,Damaging[244],['52-22[230]'],None,['52-31[233]'],None,None,None,None,None,None,None,None,alle de masten ouer boort geblingert,"['52-38', '52-39', '52-40', '52-41', '52-42', '52-43']","de Vreede . t Schip , de Vreede heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael [ alle de masten ouer boort geblingert ] , ende in groot perijckel geweest . hebben door haer verstaen , hoe d'heere bij",Damaging,52-43
105,in,isOfType,52-46,14966-14968,HavingInternalState[245],['52-22[229]'],None,['52-31[232]'],None,None,None,None,None,None,None,None,in groot perijckel geweest,"['52-46', '52-47', '52-48', '52-49']","heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende [ in groot perijckel geweest ] . hebben door haer verstaen , hoe d'heere bij geleeft . hebben door haer verstaen , hoe",HavingInternalState,52-49
106,groot,isOfType,52-47,14969-14974,HavingInternalState[245],['52-22[229]'],None,['52-31[232]'],None,None,None,None,None,None,None,None,in groot perijckel geweest,"['52-46', '52-47', '52-48', '52-49']","heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende [ in groot perijckel geweest ] . hebben door haer verstaen , hoe d'heere bij geleeft . hebben door haer verstaen , hoe",HavingInternalState,52-49
107,perijckel,isOfType,52-48,14975-14984,HavingInternalState[245],['52-22[229]'],None,['52-31[232]'],None,None,None,None,None,None,None,None,in groot perijckel geweest,"['52-46', '52-47', '52-48', '52-49']","heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende [ in groot perijckel geweest ] . hebben door haer verstaen , hoe d'heere bij geleeft . hebben door haer verstaen , hoe",HavingInternalState,52-49
108,geweest,isOfType,52-49,14985-14992,HavingInternalState[245],['52-22[229]'],None,['52-31[232]'],None,None,None,None,None,None,None,None,in groot perijckel geweest,"['52-46', '52-47', '52-48', '52-49']","heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende [ in groot perijckel geweest ] . hebben door haer verstaen , hoe d'heere bij geleeft . hebben door haer verstaen , hoe",HavingInternalState,52-49
