,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
68,doen,evokes,7-167,3514-3518,SocialInteraction[247],['7-149[107]'],['7-149[107]'],None,None,['7-149[107]'],None,None,None,None,None,None,sein doen,"['7-166', '7-167']","Vervallen , zij het onder de Wal het zij Voor Gale of Mature moeten tragten te houden , en [ sein doen ] , Wanneer hen ten eersten een loots zal worden toegezonden , om hen in de baai Van Nilewelle te",SocialInteraction,7-167
69,toegezonden,evokes,7-177,3565-3576,Translocation,['7-174'],None,None,None,None,None,None,None,None,None,None,toegezonden,['7-177'],"of Mature moeten tragten te houden , en sein doen , Wanneer hen ten eersten een loots zal worden [ toegezonden ] , om hen in de baai Van Nilewelle te brengen , alwaar een schip Voor de Zuide Winden Veilig leggen",Translocation,7-177
70,te,evokes,7-186,3610-3612,Arriving[248],None,None,None,None,None,None,None,None,['7-182[111]'],None,None,te brengen,"['7-186', '7-187']","doen , Wanneer hen ten eersten een loots zal worden toegezonden , om hen in de baai Van Nilewelle [ te brengen ] , alwaar een schip Voor de Zuide Winden Veilig leggen kan , en de eerste Verandering van Wind en",Arriving,7-187
71,brengen,evokes,7-187,3613-3620,Arriving[248],None,None,None,None,None,None,None,None,['7-182[111]'],None,None,te brengen,"['7-186', '7-187']","doen , Wanneer hen ten eersten een loots zal worden toegezonden , om hen in de baai Van Nilewelle [ te brengen ] , alwaar een schip Voor de Zuide Winden Veilig leggen kan , en de eerste Verandering van Wind en",Arriving,7-187
72,leggen,evokes,7-197,3667-3673,BeingAtAPlace[249],['7-191'],None,['7-182[111]'],None,None,None,None,None,None,None,None,leggen kan,"['7-197', '7-198']",", om hen in de baai Van Nilewelle te brengen , alwaar een schip Voor de Zuide Winden Veilig [ leggen kan ] , en de eerste Verandering van Wind en Stroon Kan Waarneemen om na Gale te Zeilen . Bij onzen",BeingAtAPlace,7-198
73,kan,evokes,7-198,3674-3677,BeingAtAPlace[249],['7-191'],None,['7-182[111]'],None,None,None,None,None,None,None,None,leggen kan,"['7-197', '7-198']",", om hen in de baai Van Nilewelle te brengen , alwaar een schip Voor de Zuide Winden Veilig [ leggen kan ] , en de eerste Verandering van Wind en Stroon Kan Waarneemen om na Gale te Zeilen . Bij onzen",BeingAtAPlace,7-198
74,te,isOfType,7-213,3749-3751,Translocation[250],['7-191'],None,None,None,None,None,None,['7-182[113]'],['7-212'],None,None,te Zeilen,"['7-213', '7-214']","Zuide Winden Veilig leggen kan , en de eerste Verandering van Wind en Stroon Kan Waarneemen om na Gale [ te Zeilen ] . Bij onzen eerbiedigen van den 12:e februari hebben wij de eer gehad Uwe Hoog Edelheeden te bedeelen ,",Translocation,7-214
75,Zeilen,isOfType,7-214,3752-3758,Translocation[250],['7-191'],None,None,None,None,None,None,['7-182[113]'],['7-212'],None,None,te Zeilen,"['7-213', '7-214']","Zuide Winden Veilig leggen kan , en de eerste Verandering van Wind en Stroon Kan Waarneemen om na Gale [ te Zeilen ] . Bij onzen eerbiedigen van den 12:e februari hebben wij de eer gehad Uwe Hoog Edelheeden te bedeelen ,",Translocation,7-214
76,te,evokes,7-231,3848-3850,SocialInteraction[251],"['7-228[114]', '7-224']","['7-228[114]', '7-224']",None,None,"['7-228[114]', '7-224']",None,None,None,None,None,None,te Zeilen,"['7-213', '7-214']","Zuide Winden Veilig leggen kan , en de eerste Verandering van Wind en Stroon Kan Waarneemen om na Gale [ te Zeilen ] . Bij onzen eerbiedigen van den 12:e februari hebben wij de eer gehad Uwe Hoog Edelheeden te bedeelen ,",SocialInteraction,7-214
77,bedeelen,evokes,7-232,3851-3859,SocialInteraction[251],"['7-228[114]', '7-224']","['7-228[114]', '7-224']",None,None,"['7-228[114]', '7-224']",None,None,None,None,None,None,bedeelen,['7-232'],"te Zeilen . Bij onzen eerbiedigen van den 12:e februari hebben wij de eer gehad Uwe Hoog Edelheeden te [ bedeelen ] , de verslagenheid van het Randiasche Hof over den voorspoed van de Engelsche Wapenen , en dat het zelve ons",SocialInteraction,7-232
78,verslagenheid,evokes,7-235,3864-3877,HavingInternalState-,['7-237[116]'],None,None,None,None,None,None,None,None,None,None,verslagenheid,['7-235'],"Bij onzen eerbiedigen van den 12:e februari hebben wij de eer gehad Uwe Hoog Edelheeden te bedeelen , de [ verslagenheid ] van het Randiasche Hof over den voorspoed van de Engelsche Wapenen , en dat het zelve ons kennis had gegeeven",HavingInternalState-,7-235
79,voorspoed,evokes,7-242,3910-3919,BeingInConflict[252],"['7-237[115]', '7-245[117]']",None,None,None,None,None,None,None,None,None,None,voorspoed van de Engelsche Wapenen,"['7-242', '7-243', '7-244', '7-245', '7-246']","hebben wij de eer gehad Uwe Hoog Edelheeden te bedeelen , de verslagenheid van het Randiasche Hof over den [ voorspoed van de Engelsche Wapenen ] , en dat het zelve ons kennis had gegeeven van een gezantschap van den Engelschen ,",BeingInConflict,7-246
80,van,evokes,7-243,3920-3923,BeingInConflict[252],"['7-237[115]', '7-245[117]']",None,None,None,None,None,None,None,None,None,None,voorspoed van de Engelsche Wapenen,"['7-242', '7-243', '7-244', '7-245', '7-246']","hebben wij de eer gehad Uwe Hoog Edelheeden te bedeelen , de verslagenheid van het Randiasche Hof over den [ voorspoed van de Engelsche Wapenen ] , en dat het zelve ons kennis had gegeeven van een gezantschap van den Engelschen ,",BeingInConflict,7-246
81,de,evokes,7-244,3924-3926,BeingInConflict[252],"['7-237[115]', '7-245[117]']",None,None,None,None,None,None,None,None,None,None,voorspoed van de Engelsche Wapenen,"['7-242', '7-243', '7-244', '7-245', '7-246']","hebben wij de eer gehad Uwe Hoog Edelheeden te bedeelen , de verslagenheid van het Randiasche Hof over den [ voorspoed van de Engelsche Wapenen ] , en dat het zelve ons kennis had gegeeven van een gezantschap van den Engelschen ,",BeingInConflict,7-246
82,Engelsche,evokes,7-245,3927-3936,BeingInConflict[252],"['7-237[115]', '7-245[117]']",None,None,None,None,None,None,None,None,None,None,voorspoed van de Engelsche Wapenen,"['7-242', '7-243', '7-244', '7-245', '7-246']","hebben wij de eer gehad Uwe Hoog Edelheeden te bedeelen , de verslagenheid van het Randiasche Hof over den [ voorspoed van de Engelsche Wapenen ] , en dat het zelve ons kennis had gegeeven van een gezantschap van den Engelschen ,",BeingInConflict,7-246
83,Wapenen,evokes,7-246,3937-3944,BeingInConflict[252],"['7-237[115]', '7-245[117]']",None,None,None,None,None,None,None,None,None,None,voorspoed van de Engelsche Wapenen,"['7-242', '7-243', '7-244', '7-245', '7-246']","hebben wij de eer gehad Uwe Hoog Edelheeden te bedeelen , de verslagenheid van het Randiasche Hof over den [ voorspoed van de Engelsche Wapenen ] , en dat het zelve ons kennis had gegeeven van een gezantschap van den Engelschen ,",BeingInConflict,7-246
84,kennis,evokes,7-253,3967-3973,SocialInteraction[253],"['7-228[114]', '7-252']","['7-228[114]', '7-252']",None,None,"['7-228[114]', '7-252']",None,None,None,None,None,None,kennis had gegeeven,"['7-253', '7-254', '7-255']","de verslagenheid van het Randiasche Hof over den voorspoed van de Engelsche Wapenen , en dat het zelve ons [ kennis had gegeeven ] van een gezantschap van den Engelschen , 't Welk zoude moeten aangenomen Worden om hen niet te Verstooren",SocialInteraction,7-255
85,had,evokes,7-254,3974-3977,SocialInteraction[253],"['7-228[114]', '7-252']","['7-228[114]', '7-252']",None,None,"['7-228[114]', '7-252']",None,None,None,None,None,None,kennis had gegeeven,"['7-253', '7-254', '7-255']","de verslagenheid van het Randiasche Hof over den voorspoed van de Engelsche Wapenen , en dat het zelve ons [ kennis had gegeeven ] van een gezantschap van den Engelschen , 't Welk zoude moeten aangenomen Worden om hen niet te Verstooren",SocialInteraction,7-255
86,gegeeven,evokes,7-255,3978-3986,SocialInteraction[253],"['7-228[114]', '7-252']","['7-228[114]', '7-252']",None,None,"['7-228[114]', '7-252']",None,None,None,None,None,None,kennis had gegeeven,"['7-253', '7-254', '7-255']","de verslagenheid van het Randiasche Hof over den voorspoed van de Engelsche Wapenen , en dat het zelve ons [ kennis had gegeeven ] van een gezantschap van den Engelschen , 't Welk zoude moeten aangenomen Worden om hen niet te Verstooren",SocialInteraction,7-255
87,gezantschap,evokes,7-258,3995-4006,Visit,None,['7-261'],None,None,None,None,None,None,None,None,None,gezantschap,['7-258'],"Hof over den voorspoed van de Engelsche Wapenen , en dat het zelve ons kennis had gegeeven van een [ gezantschap ] van den Engelschen , 't Welk zoude moeten aangenomen Worden om hen niet te Verstooren maar de aankomst van een",Visit,7-258
88,aankomst,isOfType,7-276,4100-4108,Arriving,['7-279[118]'],None,None,None,None,None,None,None,None,None,None,aankomst,['7-276'],"een gezantschap van den Engelschen , 't Welk zoude moeten aangenomen Worden om hen niet te Verstooren maar de [ aankomst ] van een aanzienelijke Fransche Vloot schijnt 't Hof Van zijne ontsteltenis weder hersteld te hebben , Want straks na der",Arriving,7-276
89,ontsteltenis,*,7-287,4171-4183,HavingInternalState-,['7-283[119]'],None,None,None,None,None,None,None,None,None,None,ontsteltenis,['7-287'],"Worden om hen niet te Verstooren maar de aankomst van een aanzienelijke Fransche Vloot schijnt 't Hof Van zijne [ ontsteltenis ] weder hersteld te hebben , Want straks na der ontvangst van deeze gewigtige tijding gaf het zelve ons kennisdat zij",HavingInternalState-,7-287
90,hersteld,isOfType,7-289,4190-4198,HavingInternalState+,['7-283[119]'],None,None,None,None,None,None,None,None,None,None,hersteld,['7-289'],"hen niet te Verstooren maar de aankomst van een aanzienelijke Fransche Vloot schijnt 't Hof Van zijne ontsteltenis weder [ hersteld ] te hebben , Want straks na der ontvangst van deeze gewigtige tijding gaf het zelve ons kennisdat zij der Engelschen",HavingInternalState+,7-289
91,ontvangst,isOfType,7-297,4229-4238,Getting,['7-299[122]'],['7-305[123]'],None,None,None,None,None,None,None,None,None,ontvangst,['7-297'],"een aanzienelijke Fransche Vloot schijnt 't Hof Van zijne ontsteltenis weder hersteld te hebben , Want straks na der [ ontvangst ] van deeze gewigtige tijding gaf het zelve ons kennisdat zij der Engelschen gezant na dat hij twintig dagen Was opgehouden",Getting,7-297
92,gaf,evokes,7-302,4267-4270,SocialInteraction[254],['7-305[124]'],['7-305[124]'],None,None,['7-305[124]'],None,None,None,None,None,None,gaf het zelve ons kennisdat,"['7-302', '7-303', '7-304', '7-305', '7-306']","'t Hof Van zijne ontsteltenis weder hersteld te hebben , Want straks na der ontvangst van deeze gewigtige tijding [ gaf het zelve ons kennisdat ] zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat",SocialInteraction,7-306
93,het,evokes,7-303,4271-4274,SocialInteraction[254],['7-305[124]'],['7-305[124]'],None,None,['7-305[124]'],None,None,None,None,None,None,gaf het zelve ons kennisdat,"['7-302', '7-303', '7-304', '7-305', '7-306']","'t Hof Van zijne ontsteltenis weder hersteld te hebben , Want straks na der ontvangst van deeze gewigtige tijding [ gaf het zelve ons kennisdat ] zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat",SocialInteraction,7-306
94,zelve,evokes,7-304,4275-4280,SocialInteraction[254],['7-305[124]'],['7-305[124]'],None,None,['7-305[124]'],None,None,None,None,None,None,gaf het zelve ons kennisdat,"['7-302', '7-303', '7-304', '7-305', '7-306']","'t Hof Van zijne ontsteltenis weder hersteld te hebben , Want straks na der ontvangst van deeze gewigtige tijding [ gaf het zelve ons kennisdat ] zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat",SocialInteraction,7-306
95,ons,evokes,7-305,4281-4284,SocialInteraction[254],['7-305[124]'],['7-305[124]'],None,None,['7-305[124]'],None,None,None,None,None,None,gaf het zelve ons kennisdat,"['7-302', '7-303', '7-304', '7-305', '7-306']","'t Hof Van zijne ontsteltenis weder hersteld te hebben , Want straks na der ontvangst van deeze gewigtige tijding [ gaf het zelve ons kennisdat ] zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat",SocialInteraction,7-306
96,kennisdat,evokes,7-306,4285-4294,SocialInteraction[254],['7-305[124]'],['7-305[124]'],None,None,['7-305[124]'],None,None,None,None,None,None,gaf het zelve ons kennisdat,"['7-302', '7-303', '7-304', '7-305', '7-306']","'t Hof Van zijne ontsteltenis weder hersteld te hebben , Want straks na der ontvangst van deeze gewigtige tijding [ gaf het zelve ons kennisdat ] zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat",SocialInteraction,7-306
97,opgehouden,evokes,7-317,4350-4360,BeingAtAPlace[255]|ForceToAct[256],"['7-309[125]|7-283[120]', '7-309[125]']",['7-309[125]|7-283[120]'],None,None,None,None,None,None,None,None,None,opgehouden,['7-317'],"van deeze gewigtige tijding gaf het zelve ons kennisdat zij der Engelschen gezant na dat hij twintig dagen Was [ opgehouden ] , nu hadden Verwittigd dat hij moeste Vertrekken , maar dat hij geantwoord had , dat , Wijl hij door",BeingAtAPlace,7-317
98,Verwittigd,*,8-3,4372-4382,SocialInteraction,"['7-309[127]', '7-283[121]']","['7-309[127]', '7-283[121]']",None,None,"['7-309[127]', '7-283[121]']",None,None,None,None,None,None,Verwittigd,['8-3'],"gaf het zelve ons kennisdat zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden [ Verwittigd ] dat hij moeste Vertrekken , maar dat hij geantwoord had , dat , Wijl hij door den heer Gouverneur Van",SocialInteraction,8-3
99,moeste,evokes,8-6,4391-4397,ForceToAct[257],['7-309[125]'],['7-283[120]'],None,None,None,None,None,None,None,None,None,moeste,['8-6'],"ons kennisdat zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat hij [ moeste ] Vertrekken , maar dat hij geantwoord had , dat , Wijl hij door den heer Gouverneur Van Madras en den",ForceToAct,8-6
100,Vertrekken,evokes,8-7,4398-4408,ForceToAct[257]|Leaving[258],['7-309[125]|7-309[126]'],"['7-283[120]', '7-309[125]|7-309[126]']",None,None,None,None,None,None,None,None,None,Vertrekken,['8-7'],"kennisdat zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat hij moeste [ Vertrekken ] , maar dat hij geantwoord had , dat , Wijl hij door den heer Gouverneur Van Madras en den Nabab",ForceToAct,8-7
101,geantwoord,*,8-12,4423-4433,SocialInteraction,"['7-309[127]', '7-283[121]']","['7-309[127]', '7-283[121]']",None,None,"['7-309[127]', '7-283[121]']",None,None,None,None,None,None,geantwoord,['8-12'],"na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat hij moeste Vertrekken , maar dat hij [ geantwoord ] had , dat , Wijl hij door den heer Gouverneur Van Madras en den Nabab gezonden Was , hij niet",SocialInteraction,8-12
102,gezonden,isOfType,8-28,4502-4510,Translocation,['7-309[127]'],None,None,None,None,None,None,None,None,None,None,gezonden,['8-28'],"maar dat hij geantwoord had , dat , Wijl hij door den heer Gouverneur Van Madras en den Nabab [ gezonden ] Was , hij niet konde vertrekken zonder aan 't Hof te komen , al zoude hij ook gedood Worden en",Translocation,8-28
103,vertrekken,isOfType,8-34,4531-4541,Leaving,None,['7-309[126]'],None,None,None,None,None,None,None,None,None,vertrekken,['8-34'],"dat , Wijl hij door den heer Gouverneur Van Madras en den Nabab gezonden Was , hij niet konde [ vertrekken ] zonder aan 't Hof te komen , al zoude hij ook gedood Worden en dat wijl 't Verblijf van zulke",Leaving,8-34
104,komen,evokes,8-40,4563-4568,Visit,['8-37[128]'],['7-309[126]'],None,None,None,None,None,None,None,None,None,komen,['8-40'],"heer Gouverneur Van Madras en den Nabab gezonden Was , hij niet konde vertrekken zonder aan 't Hof te [ komen ] , al zoude hij ook gedood Worden en dat wijl 't Verblijf van zulke wenscher in 't land schadelijk was",Visit,8-40
105,gedood,isOfType,8-46,4587-4593,Killing[259],['7-309[125]'],None,None,None,None,None,None,None,None,None,None,gedood Worden,"['8-46', '8-47']","Nabab gezonden Was , hij niet konde vertrekken zonder aan 't Hof te komen , al zoude hij ook [ gedood Worden ] en dat wijl 't Verblijf van zulke wenscher in 't land schadelijk was , 't Hofbeslooten had den Engelschen",Killing,8-47
106,Worden,isOfType,8-47,4594-4600,Killing[259],['7-309[125]'],None,None,None,None,None,None,None,None,None,None,gedood Worden,"['8-46', '8-47']","Nabab gezonden Was , hij niet konde vertrekken zonder aan 't Hof te komen , al zoude hij ook [ gedood Worden ] en dat wijl 't Verblijf van zulke wenscher in 't land schadelijk was , 't Hofbeslooten had den Engelschen",Killing,8-47
107,Verblijf,isOfType,8-52,4616-4624,BeingAtAPlace,['8-54[129]'],None,['8-57[130]'],None,None,None,None,None,None,None,None,Verblijf,['8-52'],"konde vertrekken zonder aan 't Hof te komen , al zoude hij ook gedood Worden en dat wijl 't [ Verblijf ] van zulke wenscher in 't land schadelijk was , 't Hofbeslooten had den Engelschen gezant te ontvangen en te hooren",BeingAtAPlace,8-52
108,ontvangen,isOfType,8-69,4716-4725,Visit,['8-62[131]'],['8-66[132]'],None,None,None,None,None,None,None,None,None,ontvangen,['8-69'],"wijl 't Verblijf van zulke wenscher in 't land schadelijk was , 't Hofbeslooten had den Engelschen gezant te [ ontvangen ] en te hooren , met bijvoeging , dat ons 't Verhandelde zoude bedeele Worden . Dit heeft 't Hof wij",Visit,8-69
109,hooren,isOfType,8-72,4732-4738,SocialInteraction,"['8-62[131]', '8-66[133]']","['8-62[131]', '8-66[133]']",None,None,"['8-62[131]', '8-66[133]']",None,None,None,None,None,None,hooren,['8-72'],"van zulke wenscher in 't land schadelijk was , 't Hofbeslooten had den Engelschen gezant te ontvangen en te [ hooren ] , met bijvoeging , dat ons 't Verhandelde zoude bedeele Worden . Dit heeft 't Hof wij omstandig gedaan bij",SocialInteraction,8-72
110,Verhandelde,isOfType,8-80,4767-4778,SocialInteraction,"['8-62[131]', '8-66[132]']","['8-62[131]', '8-66[132]']",None,None,"['8-62[131]', '8-66[132]']",None,None,None,None,None,None,Verhandelde,['8-80'],", 't Hofbeslooten had den Engelschen gezant te ontvangen en te hooren , met bijvoeging , dat ons 't [ Verhandelde ] zoude bedeele Worden . Dit heeft 't Hof wij omstandig gedaan bij twee brieven , die met de daar op",SocialInteraction,8-80
111,bedeele,evokes,8-82,4785-4792,SocialInteraction,['8-78'],['8-78'],None,None,['8-78'],None,None,None,None,None,None,bedeele,['8-82'],"Hofbeslooten had den Engelschen gezant te ontvangen en te hooren , met bijvoeging , dat ons 't Verhandelde zoude [ bedeele ] Worden . Dit heeft 't Hof wij omstandig gedaan bij twee brieven , die met de daar op gepaste antwoorden",SocialInteraction,8-82
112,gedaan,evokes,8-91,4832-4838,SocialInteraction[260],"['8-87[134]', '8-78']","['8-87[134]', '8-78']",None,None,"['8-87[134]', '8-78']",None,None,None,None,None,None,gedaan bij twee brieven,"['8-91', '8-92', '8-93', '8-94']","hooren , met bijvoeging , dat ons 't Verhandelde zoude bedeele Worden . Dit heeft 't Hof wij omstandig [ gedaan bij twee brieven ] , die met de daar op gepaste antwoorden onder de bijlaagen overgaan . Hier uit blijkt ,",SocialInteraction,8-94
113,bij,evokes,8-92,4839-4842,SocialInteraction[260],"['8-87[134]', '8-78']","['8-87[134]', '8-78']",None,None,"['8-87[134]', '8-78']",None,None,None,None,None,None,gedaan bij twee brieven,"['8-91', '8-92', '8-93', '8-94']","hooren , met bijvoeging , dat ons 't Verhandelde zoude bedeele Worden . Dit heeft 't Hof wij omstandig [ gedaan bij twee brieven ] , die met de daar op gepaste antwoorden onder de bijlaagen overgaan . Hier uit blijkt ,",SocialInteraction,8-94
114,twee,evokes,8-93,4843-4847,SocialInteraction[260],"['8-87[134]', '8-78']","['8-87[134]', '8-78']",None,None,"['8-87[134]', '8-78']",None,None,None,None,None,None,gedaan bij twee brieven,"['8-91', '8-92', '8-93', '8-94']","hooren , met bijvoeging , dat ons 't Verhandelde zoude bedeele Worden . Dit heeft 't Hof wij omstandig [ gedaan bij twee brieven ] , die met de daar op gepaste antwoorden onder de bijlaagen overgaan . Hier uit blijkt ,",SocialInteraction,8-94
115,brieven,evokes,8-94,4848-4855,SocialInteraction[260],"['8-87[134]', '8-78']","['8-87[134]', '8-78']",None,None,"['8-87[134]', '8-78']",None,None,None,None,None,None,gedaan bij twee brieven,"['8-91', '8-92', '8-93', '8-94']","hooren , met bijvoeging , dat ons 't Verhandelde zoude bedeele Worden . Dit heeft 't Hof wij omstandig [ gedaan bij twee brieven ] , die met de daar op gepaste antwoorden onder de bijlaagen overgaan . Hier uit blijkt ,",SocialInteraction,8-94
116,overgaan,isOfType,8-106,4914-4922,Transportation,"['8-105', '8-102', '8-93[135]']",None,None,None,None,None,None,None,None,None,None,overgaan,['8-106'],"'t Hof wij omstandig gedaan bij twee brieven , die met de daar op gepaste antwoorden onder de bijlaagen [ overgaan ] . Hier uit blijkt , dat 't Hlof bij zijne gevoelens tot aankleeving aan onze belangen onveranderlijk blijft volharden ,",Transportation,8-106
117,opruijingen,isOfType,8-153,5182-5193,Unrest,['8-148[136]'],['8-156[138]'],None,None,None,None,None,None,None,None,None,opruijingen,['8-153'],"in de presente Kritike tijdsgesteldheid , maar het is echter niet te twijffelen of 't Hof zal door de [ opruijingen ] van de Engelschen zich gesterkt Vinder , om zijne vorige eischen tot terugge erlanging van de bevorens bezetene stranden en",Unrest,8-153
118,eischen,isOfType,8-164,5250-5257,Request,['8-156[138]'],['8-148[136]'],None,None,None,None,None,None,None,None,None,eischen,['8-164'],"te twijffelen of 't Hof zal door de opruijingen van de Engelschen zich gesterkt Vinder , om zijne vorige [ eischen ] tot terugge erlanging van de bevorens bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid",Request,8-164
119,terugge,isOfType,8-166,5262-5269,Getting[261],None,['8-148[136]'],None,None,None,None,None,None,None,None,None,terugge erlanging,"['8-166', '8-167']","of 't Hof zal door de opruijingen van de Engelschen zich gesterkt Vinder , om zijne vorige eischen tot [ terugge erlanging ] van de bevorens bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid met meerder",Getting,8-167
120,erlanging,isOfType,8-167,5270-5279,Getting[261],None,['8-148[136]'],None,None,None,None,None,None,None,None,None,terugge erlanging,"['8-166', '8-167']","of 't Hof zal door de opruijingen van de Engelschen zich gesterkt Vinder , om zijne vorige eischen tot [ terugge erlanging ] van de bevorens bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid met meerder",Getting,8-167
121,bevorens,evokes,8-170,5287-5295,LosingPossession[262],['8-172[141]'],['8-148[137]'],None,None,None,None,None,None,None,None,None,bevorens,['8-170'],"door de opruijingen van de Engelschen zich gesterkt Vinder , om zijne vorige eischen tot terugge erlanging van de [ bevorens ] bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid met meerder nadruk door te zetten",LosingPossession,8-170
122,bezetene,evokes,8-171,5296-5304,LosingPossession[262]|Occupation[263],"['8-172[141]|8-156[139]', '8-172[140]']","['8-148[137]', '8-172[141]|8-156[139]']",None,None,None,None,None,None,None,None,None,bezetene stranden,"['8-171', '8-172']","de opruijingen van de Engelschen zich gesterkt Vinder , om zijne vorige eischen tot terugge erlanging van de bevorens [ bezetene stranden ] en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid met meerder nadruk door te zetten en",LosingPossession,8-172
123,stranden,evokes,8-172,5305-5313,LosingPossession[262]|Occupation[263],"['8-172[141]|8-156[139]', '8-172[140]']","['8-148[137]', '8-172[141]|8-156[139]']",None,None,None,None,None,None,None,None,None,bezetene stranden,"['8-171', '8-172']","de opruijingen van de Engelschen zich gesterkt Vinder , om zijne vorige eischen tot terugge erlanging van de bevorens [ bezetene stranden ] en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid met meerder nadruk door te zetten en",LosingPossession,8-172
124,herstelling,isOfType,8-175,5321-5332,HavingInternalState+,"['8-148[136]', '8-177[142]']",None,None,None,None,None,None,None,None,None,None,herstelling,['8-175'],"Engelschen zich gesterkt Vinder , om zijne vorige eischen tot terugge erlanging van de bevorens bezetene stranden en tot [ herstelling ] van het oude afgeschafte Ceremonieel , bij deeze geleegenheid met meerder nadruk door te zetten en zulx te meer ,",HavingInternalState+,8-175
125,met,evokes,8-185,5394-5397,ForceToAct[264],['8-156[138]'],['8-148[136]'],None,None,None,None,None,None,None,None,None,met meerder nadruk door te zetten,"['8-185', '8-186', '8-187', '8-188', '8-189', '8-190']","terugge erlanging van de bevorens bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid [ met meerder nadruk door te zetten ] en zulx te meer , wijl de Engelsche gezant , zo als de hofsgroten met",ForceToAct,8-190
126,meerder,evokes,8-186,5398-5405,ForceToAct[264],['8-156[138]'],['8-148[136]'],None,None,None,None,None,None,None,None,None,met meerder nadruk door te zetten,"['8-185', '8-186', '8-187', '8-188', '8-189', '8-190']","terugge erlanging van de bevorens bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid [ met meerder nadruk door te zetten ] en zulx te meer , wijl de Engelsche gezant , zo als de hofsgroten met",ForceToAct,8-190
127,nadruk,evokes,8-187,5406-5412,ForceToAct[264],['8-156[138]'],['8-148[136]'],None,None,None,None,None,None,None,None,None,met meerder nadruk door te zetten,"['8-185', '8-186', '8-187', '8-188', '8-189', '8-190']","terugge erlanging van de bevorens bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid [ met meerder nadruk door te zetten ] en zulx te meer , wijl de Engelsche gezant , zo als de hofsgroten met",ForceToAct,8-190
128,door,evokes,8-188,5413-5417,ForceToAct[264],['8-156[138]'],['8-148[136]'],None,None,None,None,None,None,None,None,None,met meerder nadruk door te zetten,"['8-185', '8-186', '8-187', '8-188', '8-189', '8-190']","terugge erlanging van de bevorens bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid [ met meerder nadruk door te zetten ] en zulx te meer , wijl de Engelsche gezant , zo als de hofsgroten met",ForceToAct,8-190
129,te,evokes,8-189,5418-5420,ForceToAct[264],['8-156[138]'],['8-148[136]'],None,None,None,None,None,None,None,None,None,met meerder nadruk door te zetten,"['8-185', '8-186', '8-187', '8-188', '8-189', '8-190']","terugge erlanging van de bevorens bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid [ met meerder nadruk door te zetten ] en zulx te meer , wijl de Engelsche gezant , zo als de hofsgroten met",ForceToAct,8-190
130,zetten,evokes,8-190,5421-5427,ForceToAct[264],['8-156[138]'],['8-148[136]'],None,None,None,None,None,None,None,None,None,met meerder nadruk door te zetten,"['8-185', '8-186', '8-187', '8-188', '8-189', '8-190']","terugge erlanging van de bevorens bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid [ met meerder nadruk door te zetten ] en zulx te meer , wijl de Engelsche gezant , zo als de hofsgroten met",ForceToAct,8-190
131,onder,isOfType,8-215,5569-5574,ForceToAct[265],['8-198[143]'],['8-148[136]'],None,None,None,None,None,None,None,None,None,onder Worpen,"['8-215', '8-216']","wijl de Engelsche gezant , zo als de hofsgroten met veel Waarschijnelijkheid voorgeeven , zig aan het afgeschafte Ceremonieel [ onder Worpen ] , en ook alle landen aan den Koning aangeboden heeft : en hoewel Wij bij deeze geleegendheid in het",ForceToAct,8-216
