,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
70,gezantschap,evokes,7-258,3995-4006,Visit,['7-237[113]'],['7-260[116]'],None,None,None,None,None,None,None,None,None,gezantschap,['7-258'],"Hof over den voorspoed van de Engelsche Wapenen , en dat het zelve ons kennis had gegeeven van een [ gezantschap ] van den Engelschen , 't Welk zoude moeten aangenomen Worden om hen niet te Verstooren maar de aankomst van een",Visit,7-258
71,Verstooren,isOfType,7-273,4081-4091,SocialInteraction,['7-270'],['7-270'],None,None,['7-270'],None,None,None,None,None,None,Verstooren,['7-273'],"had gegeeven van een gezantschap van den Engelschen , 't Welk zoude moeten aangenomen Worden om hen niet te [ Verstooren ] maar de aankomst van een aanzienelijke Fransche Vloot schijnt 't Hof Van zijne ontsteltenis weder hersteld te hebben , Want",SocialInteraction,7-273
72,aankomst,isOfType,7-276,4100-4108,Arriving,None,['7-278[117]'],None,None,None,None,None,None,None,None,None,aankomst,['7-276'],"een gezantschap van den Engelschen , 't Welk zoude moeten aangenomen Worden om hen niet te Verstooren maar de [ aankomst ] van een aanzienelijke Fransche Vloot schijnt 't Hof Van zijne ontsteltenis weder hersteld te hebben , Want straks na der",Arriving,7-276
73,hersteld,isOfType,7-289,4190-4198,HavingInternalState+,['7-283[118]'],None,None,None,None,None,None,None,None,None,None,hersteld,['7-289'],"hen niet te Verstooren maar de aankomst van een aanzienelijke Fransche Vloot schijnt 't Hof Van zijne ontsteltenis weder [ hersteld ] te hebben , Want straks na der ontvangst van deeze gewigtige tijding gaf het zelve ons kennisdat zij der Engelschen",HavingInternalState+,7-289
74,ontvangst,isOfType,7-297,4229-4238,Getting,['7-299[119]'],None,None,None,None,None,None,None,None,None,None,ontvangst,['7-297'],"een aanzienelijke Fransche Vloot schijnt 't Hof Van zijne ontsteltenis weder hersteld te hebben , Want straks na der [ ontvangst ] van deeze gewigtige tijding gaf het zelve ons kennisdat zij der Engelschen gezant na dat hij twintig dagen Was opgehouden",Getting,7-297
75,gaf,evokes,7-302,4267-4270,SocialInteraction,"['7-305', '7-303[120]']","['7-305', '7-303[120]']",None,None,"['7-305', '7-303[120]']",None,None,None,None,None,None,gaf,['7-302'],"'t Hof Van zijne ontsteltenis weder hersteld te hebben , Want straks na der ontvangst van deeze gewigtige tijding [ gaf ] het zelve ons kennisdat zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat",SocialInteraction,7-302
76,opgehouden,evokes,7-317,4350-4360,BeingAtAPlace,['7-313'],None,None,None,None,None,None,None,None,None,None,opgehouden,['7-317'],"van deeze gewigtige tijding gaf het zelve ons kennisdat zij der Engelschen gezant na dat hij twintig dagen Was [ opgehouden ] , nu hadden Verwittigd dat hij moeste Vertrekken , maar dat hij geantwoord had , dat , Wijl hij door",BeingAtAPlace,7-317
77,Verwittigd,isOfType,8-3,4372-4382,SocialInteraction,"['7-308[121]', '7-307']","['7-308[121]', '7-307']",None,None,"['7-308[121]', '7-307']",None,None,None,None,None,None,Verwittigd,['8-3'],"gaf het zelve ons kennisdat zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden [ Verwittigd ] dat hij moeste Vertrekken , maar dat hij geantwoord had , dat , Wijl hij door den heer Gouverneur Van",SocialInteraction,8-3
78,Vertrekken,isOfType,8-7,4398-4408,Leaving,None,['8-5'],None,None,None,None,None,None,None,None,None,Vertrekken,['8-7'],"kennisdat zij der Engelschen gezant na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat hij moeste [ Vertrekken ] , maar dat hij geantwoord had , dat , Wijl hij door den heer Gouverneur Van Madras en den Nabab",Leaving,8-7
79,geantwoord,isOfType,8-12,4423-4433,SocialInteraction,['8-11'],['8-11'],None,None,['8-11'],None,None,None,None,None,None,geantwoord,['8-12'],"na dat hij twintig dagen Was opgehouden , nu hadden Verwittigd dat hij moeste Vertrekken , maar dat hij [ geantwoord ] had , dat , Wijl hij door den heer Gouverneur Van Madras en den Nabab gezonden Was , hij niet",SocialInteraction,8-12
80,gezonden,evokes,8-28,4502-4510,BeingEmployed,['8-18'],['8-20[122]'],None,None,None,None,None,None,None,None,None,gezonden,['8-28'],"maar dat hij geantwoord had , dat , Wijl hij door den heer Gouverneur Van Madras en den Nabab [ gezonden ] Was , hij niet konde vertrekken zonder aan 't Hof te komen , al zoude hij ook gedood Worden en",BeingEmployed,8-28
81,vertrekken,isOfType,8-34,4531-4541,Leaving,None,['8-31[124]'],None,None,None,None,None,None,None,None,None,vertrekken,['8-34'],"dat , Wijl hij door den heer Gouverneur Van Madras en den Nabab gezonden Was , hij niet konde [ vertrekken ] zonder aan 't Hof te komen , al zoude hij ook gedood Worden en dat wijl 't Verblijf van zulke",Leaving,8-34
82,komen,evokes,8-40,4563-4568,Visit,['8-37[125]'],['8-31[123]'],None,None,None,None,None,None,None,None,None,komen,['8-40'],"heer Gouverneur Van Madras en den Nabab gezonden Was , hij niet konde vertrekken zonder aan 't Hof te [ komen ] , al zoude hij ook gedood Worden en dat wijl 't Verblijf van zulke wenscher in 't land schadelijk was",Visit,8-40
83,gedood,evokes,8-46,4587-4593,Killing,['8-44'],None,None,None,None,None,None,None,None,None,None,gedood,['8-46'],"Nabab gezonden Was , hij niet konde vertrekken zonder aan 't Hof te komen , al zoude hij ook [ gedood ] Worden en dat wijl 't Verblijf van zulke wenscher in 't land schadelijk was , 't Hofbeslooten had den Engelschen",Killing,8-46
84,Verblijf,evokes,8-52,4616-4624,BeingAtAPlace,['8-54[126]'],None,['8-57[127]'],None,None,None,None,None,None,None,None,Verblijf,['8-52'],"konde vertrekken zonder aan 't Hof te komen , al zoude hij ook gedood Worden en dat wijl 't [ Verblijf ] van zulke wenscher in 't land schadelijk was , 't Hofbeslooten had den Engelschen gezant te ontvangen en te hooren",BeingAtAPlace,8-52
85,ontvangen,evokes,8-69,4716-4725,Visit,['8-62[128]'],['8-65[129]'],None,None,None,None,None,None,None,None,None,ontvangen,['8-69'],"wijl 't Verblijf van zulke wenscher in 't land schadelijk was , 't Hofbeslooten had den Engelschen gezant te [ ontvangen ] en te hooren , met bijvoeging , dat ons 't Verhandelde zoude bedeele Worden . Dit heeft 't Hof wij",Visit,8-69
86,bedeele,isOfType,8-82,4785-4792,SocialInteraction,['8-78'],['8-78'],None,None,['8-78'],None,None,None,None,None,None,bedeele,['8-82'],"Hofbeslooten had den Engelschen gezant te ontvangen en te hooren , met bijvoeging , dat ons 't Verhandelde zoude [ bedeele ] Worden . Dit heeft 't Hof wij omstandig gedaan bij twee brieven , die met de daar op gepaste antwoorden",SocialInteraction,8-82
87,gedaan,evokes,8-91,4832-4838,SocialInteraction,['8-87[130]'],['8-87[130]'],None,None,['8-87[130]'],None,None,None,None,None,None,gedaan,['8-91'],"hooren , met bijvoeging , dat ons 't Verhandelde zoude bedeele Worden . Dit heeft 't Hof wij omstandig [ gedaan ] bij twee brieven , die met de daar op gepaste antwoorden onder de bijlaagen overgaan . Hier uit blijkt ,",SocialInteraction,8-91
88,overgaan,isOfType,8-106,4914-4922,Translocation,"['8-96', '8-98[131]']",None,None,None,None,None,None,None,None,None,None,overgaan,['8-106'],"'t Hof wij omstandig gedaan bij twee brieven , die met de daar op gepaste antwoorden onder de bijlaagen [ overgaan ] . Hier uit blijkt , dat 't Hlof bij zijne gevoelens tot aankleeving aan onze belangen onveranderlijk blijft volharden ,",Translocation,8-106
89,aankleeving,evokes,8-119,4977-4988,Collaboration,['8-113[132]'],None,None,None,None,None,None,None,None,None,None,aankleeving,['8-119'],"op gepaste antwoorden onder de bijlaagen overgaan . Hier uit blijkt , dat 't Hlof bij zijne gevoelens tot [ aankleeving ] aan onze belangen onveranderlijk blijft volharden , 't Welk ons tot groote gerustheid strekt in de presente Kritike tijdsgesteldheid ,",Collaboration,8-119
90,opruijingen,*,8-153,5182-5193,StartingConflict,['8-155[135]'],['8-155[135]'],None,None,['8-155[135]'],None,None,None,None,None,None,opruijingen,['8-153'],"in de presente Kritike tijdsgesteldheid , maar het is echter niet te twijffelen of 't Hof zal door de [ opruijingen ] van de Engelschen zich gesterkt Vinder , om zijne vorige eischen tot terugge erlanging van de bevorens bezetene stranden en",StartingConflict,8-153
91,eischen,isOfType,8-164,5250-5257,Request,None,['8-148[134]'],None,None,None,None,None,None,None,None,None,eischen,['8-164'],"te twijffelen of 't Hof zal door de opruijingen van de Engelschen zich gesterkt Vinder , om zijne vorige [ eischen ] tot terugge erlanging van de bevorens bezetene stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid",Request,8-164
92,bezetene,isOfType,8-171,5296-5304,Occupation,['8-172'],None,None,None,None,None,None,None,None,None,None,bezetene,['8-171'],"de opruijingen van de Engelschen zich gesterkt Vinder , om zijne vorige eischen tot terugge erlanging van de bevorens [ bezetene ] stranden en tot herstelling van het oude afgeschafte Ceremonieel , bij deeze geleegenheid met meerder nadruk door te zetten en",Occupation,8-171
93,herstelling,isOfType,8-175,5321-5332,Repairing,['8-177[136]'],['8-148[133]'],None,None,None,None,None,None,None,None,None,herstelling,['8-175'],"Engelschen zich gesterkt Vinder , om zijne vorige eischen tot terugge erlanging van de bevorens bezetene stranden en tot [ herstelling ] van het oude afgeschafte Ceremonieel , bij deeze geleegenheid met meerder nadruk door te zetten en zulx te meer ,",Repairing,8-175
94,onder,evokes,8-215,5569-5574,SocialInteraction[229],['8-197[138]'],['8-197[138]'],None,None,['8-197[138]'],None,None,None,None,None,None,onder Worpen,"['8-215', '8-216']","wijl de Engelsche gezant , zo als de hofsgroten met veel Waarschijnelijkheid voorgeeven , zig aan het afgeschafte Ceremonieel [ onder Worpen ] , en ook alle landen aan den Koning aangeboden heeft : en hoewel Wij bij deeze geleegendheid in het",SocialInteraction,8-216
95,Worpen,evokes,8-216,5575-5581,SocialInteraction[229],['8-197[138]'],['8-197[138]'],None,None,['8-197[138]'],None,None,None,None,None,None,onder Worpen,"['8-215', '8-216']","wijl de Engelsche gezant , zo als de hofsgroten met veel Waarschijnelijkheid voorgeeven , zig aan het afgeschafte Ceremonieel [ onder Worpen ] , en ook alle landen aan den Koning aangeboden heeft : en hoewel Wij bij deeze geleegendheid in het",SocialInteraction,8-216
96,aangeboden,evokes,8-225,5617-5627,Giving,['8-220[139]'],['8-197[137]'],None,None,None,['8-223[140]'],None,None,None,None,None,aangeboden,['8-225'],"veel Waarschijnelijkheid voorgeeven , zig aan het afgeschafte Ceremonieel onder Worpen , en ook alle landen aan den Koning [ aangeboden ] heeft : en hoewel Wij bij deeze geleegendheid in het stuk van de eerbewijzing aan den koning niet minder zullen",Giving,8-225
97,eerbewijzing,isOfType,8-239,5692-5704,SocialInteraction,"['8-241[141]', '8-230']","['8-241[141]', '8-230']",None,None,"['8-241[141]', '8-230']",None,None,None,None,None,None,eerbewijzing,['8-239'],"alle landen aan den Koning aangeboden heeft : en hoewel Wij bij deeze geleegendheid in het stuk van de [ eerbewijzing ] aan den koning niet minder zullen hunnen doen dan de Engelschen , is echter de koopman Billingdie Volgens het bedeelde",SocialInteraction,8-239
98,afgaanden,evokes,8-267,5848-5857,Translocation,['8-268[147]'],None,None,['8-266'],None,None,None,None,None,None,None,afgaanden,['8-267'],"dan de Engelschen , is echter de koopman Billingdie Volgens het bedeelde bij § 5 . Van onzer heeden [ afgaanden ] gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs komst op den troon te vergeluken ,",Translocation,8-267
99,Vertrokken,isOfType,8-273,5886-5896,Leaving,None,['8-254[142]'],None,None,None,None,None,None,['8-272'],None,None,Vertrokken,['8-273'],"de koopman Billingdie Volgens het bedeelde bij § 5 . Van onzer heeden afgaanden gemeenen brief is na Randia [ Vertrokken ] , om den nieuwen Koning met desselfs komst op den troon te vergeluken , geinstrueerd alle middelen van overreding aan",Leaving,8-273
100,komst,evokes,8-281,5933-5938,Replacing[230],None,None,None,None,None,['8-276[149]'],None,None,None,None,None,komst op den troon,"['8-281', '8-282', '8-283', '8-284']","5 . Van onzer heeden afgaanden gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs [ komst op den troon ] te vergeluken , geinstrueerd alle middelen van overreding aan te Wenden , om de zaaken op den",Replacing,8-284
101,op,evokes,8-282,5939-5941,Replacing[230],None,None,None,None,None,['8-276[149]'],None,None,None,None,None,komst op den troon,"['8-281', '8-282', '8-283', '8-284']","5 . Van onzer heeden afgaanden gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs [ komst op den troon ] te vergeluken , geinstrueerd alle middelen van overreding aan te Wenden , om de zaaken op den",Replacing,8-284
102,den,evokes,8-283,5942-5945,Replacing[230],None,None,None,None,None,['8-276[149]'],None,None,None,None,None,komst op den troon,"['8-281', '8-282', '8-283', '8-284']","5 . Van onzer heeden afgaanden gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs [ komst op den troon ] te vergeluken , geinstrueerd alle middelen van overreding aan te Wenden , om de zaaken op den",Replacing,8-284
103,troon,evokes,8-284,5946-5951,Replacing[230],None,None,None,None,None,['8-276[149]'],None,None,None,None,None,komst op den troon,"['8-281', '8-282', '8-283', '8-284']","5 . Van onzer heeden afgaanden gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs [ komst op den troon ] te vergeluken , geinstrueerd alle middelen van overreding aan te Wenden , om de zaaken op den",Replacing,8-284
104,vergeluken,evokes,8-286,5955-5965,SocialInteraction,"['8-276[150]', '8-254[145]']","['8-276[150]', '8-254[145]']",None,None,"['8-276[150]', '8-254[145]']",None,None,None,None,None,None,vergeluken,['8-286'],"afgaanden gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs komst op den troon te [ vergeluken ] , geinstrueerd alle middelen van overreding aan te Wenden , om de zaaken op den ouden Voet te houden ,",SocialInteraction,8-286
105,geinstrueerd,evokes,8-288,5967-5979,BeingEmployed,['8-254[143]'],None,None,None,None,None,None,None,None,None,None,geinstrueerd,['8-288'],"brief is na Randia Vertrokken , om den nieuwen Koning met desselfs komst op den troon te vergeluken , [ geinstrueerd ] alle middelen van overreding aan te Wenden , om de zaaken op den ouden Voet te houden , en Voor",BeingEmployed,8-288
106,overreding,isOfType,8-292,5998-6008,SocialInteraction,['8-254[146]'],['8-254[146]'],None,None,['8-254[146]'],None,None,None,None,None,None,overreding,['8-292'],"Vertrokken , om den nieuwen Koning met desselfs komst op den troon te vergeluken , geinstrueerd alle middelen van [ overreding ] aan te Wenden , om de zaaken op den ouden Voet te houden , en Voor al tot geen meer",SocialInteraction,8-292
107,Verplicht,evokes,8-314,6102-6111,ForceToAct,['8-254[144]'],None,None,None,None,None,None,None,None,None,None,Verplicht,['8-314'],"Wenden , om de zaaken op den ouden Voet te houden , en Voor al tot geen meer Ceremonien [ Verplicht ] te worden , dan door de Engelschen ingewilligd is . Het stuk van de Stranden is echter een zaak van",ForceToAct,8-314
108,ingewilligd,evokes,9-5,6146-6157,RelationshipChange,['9-3[151]'],['9-3[151]'],None,None,['9-3[151]'],None,None,None,None,None,None,ingewilligd,['9-5'],"Voet te houden , en Voor al tot geen meer Ceremonien Verplicht te worden , dan door de Engelschen [ ingewilligd ] is . Het stuk van de Stranden is echter een zaak van veel meer gewigt , en onze gezant is",RelationshipChange,9-5
109,gelast,evokes,9-26,6246-6252,BeingEmployed,['9-23[152]'],None,None,None,None,None,None,None,None,None,None,gelast,['9-26'],". Het stuk van de Stranden is echter een zaak van veel meer gewigt , en onze gezant is [ gelast ] , de eisschen daar toe met alle omzichtigheid te ontlegger , en indien geen en kele overredingen van vrugt zijn",BeingEmployed,9-26
110,eisschen,isOfType,9-29,6257-6265,Request,None,None,None,None,None,None,None,None,None,None,None,eisschen,['9-29'],"van de Stranden is echter een zaak van veel meer gewigt , en onze gezant is gelast , de [ eisschen ] daar toe met alle omzichtigheid te ontlegger , en indien geen en kele overredingen van vrugt zijn , te beproeven",Request,9-29
111,overredingen,evokes,9-43,6335-6347,SocialInteraction,['9-23[154]'],['9-23[154]'],None,None,['9-23[154]'],None,None,None,None,None,None,overredingen,['9-43'],"gezant is gelast , de eisschen daar toe met alle omzichtigheid te ontlegger , en indien geen en kele [ overredingen ] van vrugt zijn , te beproeven om de Hofsgrooten van het meeste aanzien door geschenken en beloften van meerder daar",SocialInteraction,9-43
112,geschenken,evokes,9-58,6423-6433,Giving,None,['9-23[153]'],None,None,None,['9-51[155]'],None,None,None,None,None,geschenken,['9-58'],"indien geen en kele overredingen van vrugt zijn , te beproeven om de Hofsgrooten van het meeste aanzien door [ geschenken ] en beloften van meerder daar van # te doen afzien een afschrift van de instruksie voor gemelden gezant p nevens",Giving,9-58
113,aangebooden,isOfType,9-94,6629-6640,Giving,"['9-79[157]', '9-69[156]']",None,None,None,None,['9-88[158]'],None,None,None,None,None,aangebooden,['9-94'],"gemelden gezant p nevens een kopij Van den brief aan den Koning Word Uwe Hoogedel heeden onder de bijlaager [ aangebooden ] De te Gale binnen geloopene Fransche artillerij - kommandant heeft Verzoek gedaan om geassisteerd te Worden met geschut , ammunitie",Giving,9-94
114,binnen,evokes,9-98,6652-6658,Arriving[231],None,['9-100[162]'],None,None,None,None,None,None,['9-97[161]'],None,None,binnen geloopene,"['9-98', '9-99']","een kopij Van den brief aan den Koning Word Uwe Hoogedel heeden onder de bijlaager aangebooden De te Gale [ binnen geloopene ] Fransche artillerij - kommandant heeft Verzoek gedaan om geassisteerd te Worden met geschut , ammunitie goederen en kruit ,",Arriving,9-99
115,geloopene,evokes,9-99,6659-6668,Arriving[231],None,['9-100[162]'],None,None,None,None,None,None,['9-97[161]'],None,None,binnen geloopene,"['9-98', '9-99']","een kopij Van den brief aan den Koning Word Uwe Hoogedel heeden onder de bijlaager aangebooden De te Gale [ binnen geloopene ] Fransche artillerij - kommandant heeft Verzoek gedaan om geassisteerd te Worden met geschut , ammunitie goederen en kruit ,",Arriving,9-99
116,Verzoek,isOfType,9-105,6708-6715,Request,None,['9-95[159]'],None,None,None,None,None,None,None,None,None,Verzoek,['9-105'],"Koning Word Uwe Hoogedel heeden onder de bijlaager aangebooden De te Gale binnen geloopene Fransche artillerij - kommandant heeft [ Verzoek ] gedaan om geassisteerd te Worden met geschut , ammunitie goederen en kruit , in steede van 't geen zij met",Request,9-105
117,geassisteerd,evokes,9-108,6726-6738,Getting,"['9-114[163]', '9-117', '9-112']",['9-95[160]'],None,None,None,None,None,None,None,None,None,geassisteerd,['9-108'],"Hoogedel heeden onder de bijlaager aangebooden De te Gale binnen geloopene Fransche artillerij - kommandant heeft Verzoek gedaan om [ geassisteerd ] te Worden met geschut , ammunitie goederen en kruit , in steede van 't geen zij met het transportschip Lauriston",Getting,9-108
118,Verloren,isOfType,9-129,6850-6858,LosingPossession,['9-122[164]'],['9-124'],None,None,None,None,None,None,None,None,None,Verloren,['9-129'],"Worden met geschut , ammunitie goederen en kruit , in steede van 't geen zij met het transportschip Lauriston [ Verloren ] hebben onze voorraad van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig assistent sie",LosingPossession,9-129
119,voorraad,evokes,9-132,6871-6879,HavingInPossession,"['9-136[165]', '9-134']",None,None,None,None,None,None,None,None,None,None,voorraad,['9-132'],", ammunitie goederen en kruit , in steede van 't geen zij met het transportschip Lauriston Verloren hebben onze [ voorraad ] van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig assistent sie zullen kunnen bewijzen",HavingInPossession,9-132
120,assistent,evokes,9-148,6955-6964,Collaboration[232],"['9-146', '9-145']",None,None,None,None,None,None,None,None,None,None,assistent sie,"['9-148', '9-149']","Verloren hebben onze voorraad van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig [ assistent sie ] zullen kunnen bewijzen maar kruit hebben wij Vijftig duizend ponden moeten belooven , schoon onze Voorraad te Kolombo ,",Collaboration,9-149
121,sie,evokes,9-149,6965-6968,Collaboration[232],"['9-146', '9-145']",None,None,None,None,None,None,None,None,None,None,assistent sie,"['9-148', '9-149']","Verloren hebben onze voorraad van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig [ assistent sie ] zullen kunnen bewijzen maar kruit hebben wij Vijftig duizend ponden moeten belooven , schoon onze Voorraad te Kolombo ,",Collaboration,9-149
122,Voorraad,evokes,9-165,7066-7074,HavingInPossession,['9-167'],None,"['9-171', '9-169']",None,None,None,None,None,None,None,None,Voorraad,['9-165'],"hen Weirig assistent sie zullen kunnen bewijzen maar kruit hebben wij Vijftig duizend ponden moeten belooven , schoon onze [ Voorraad ] te Kolombo , Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen zal , hoe veel kolombo",HavingInPossession,9-165
123,hebben,isOfType,9-192,7228-7234,HavingInPossession,None,['9-185'],['9-188[166]'],None,None,None,None,None,None,None,None,hebben,['9-192'],"veel boven de vierde halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde in zijne magazijnen te [ hebben ] . Onze kruitmolens zijn niet in staat een toereikende quantiteit in Voorraad te brengen , door gebrek aan Zwavel zoo",HavingInPossession,9-192
124,zijn,isOfType,9-196,7253-7257,HavingInternalState-[233],['9-194[167]'],None,None,None,None,None,None,None,None,None,None,zijn niet in staat,"['9-196', '9-197', '9-198', '9-199']","halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde in zijne magazijnen te hebben . Onze kruitmolens [ zijn niet in staat ] een toereikende quantiteit in Voorraad te brengen , door gebrek aan Zwavel zoo Wel als door de",HavingInternalState-,9-199
125,niet,isOfType,9-197,7258-7262,HavingInternalState-[233],['9-194[167]'],None,None,None,None,None,None,None,None,None,None,zijn niet in staat,"['9-196', '9-197', '9-198', '9-199']","halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde in zijne magazijnen te hebben . Onze kruitmolens [ zijn niet in staat ] een toereikende quantiteit in Voorraad te brengen , door gebrek aan Zwavel zoo Wel als door de",HavingInternalState-,9-199
126,in,isOfType,9-198,7263-7265,HavingInternalState-[233],['9-194[167]'],None,None,None,None,None,None,None,None,None,None,zijn niet in staat,"['9-196', '9-197', '9-198', '9-199']","halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde in zijne magazijnen te hebben . Onze kruitmolens [ zijn niet in staat ] een toereikende quantiteit in Voorraad te brengen , door gebrek aan Zwavel zoo Wel als door de",HavingInternalState-,9-199
127,staat,isOfType,9-199,7266-7271,HavingInternalState-[233],['9-194[167]'],None,None,None,None,None,None,None,None,None,None,zijn niet in staat,"['9-196', '9-197', '9-198', '9-199']","halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde in zijne magazijnen te hebben . Onze kruitmolens [ zijn niet in staat ] een toereikende quantiteit in Voorraad te brengen , door gebrek aan Zwavel zoo Wel als door de",HavingInternalState-,9-199
128,Voorraad,evokes,9-204,7302-7310,HavingInPossession,['9-200[168]'],None,None,None,None,None,None,None,None,None,None,Voorraad,['9-204'],"kolombo alleen behoorde in zijne magazijnen te hebben . Onze kruitmolens zijn niet in staat een toereikende quantiteit in [ Voorraad ] te brengen , door gebrek aan Zwavel zoo Wel als door de gesteldheid van de molens zelvendie Voor geen Zwaare",HavingInPossession,9-204
129,Verzoeken,isOfType,9-230,7449-7458,Request,None,['9-229'],None,None,None,None,None,None,None,None,None,Verzoeken,['9-230'],"Zwavel zoo Wel als door de gesteldheid van de molens zelvendie Voor geen Zwaare leverancien gemaakt zijn . Wij [ Verzoeken ] derhalven ootmoedig , dat UWe Hoogedelheeden ons zo niet 5 . p meer , ter minsten andere Vijftig duizend ponden",Request,9-230
130,toete,evokes,9-253,7583-7588,Transportation[234],"['9-245[171]', '9-240[170]']",['9-235[169]'],None,None,None,None,None,None,['9-237'],None,None,toete zenden,"['9-253', '9-254']","dat UWe Hoogedelheeden ons zo niet 5 . p meer , ter minsten andere Vijftig duizend ponden kruit gelieven [ toete zenden ] , en dat indien dit kruit in de drie schepen niet # geheel mocht hunnen geborgen worden , daar",Transportation,9-254
131,zenden,evokes,9-254,7589-7595,Transportation[234],"['9-245[171]', '9-240[170]']",['9-235[169]'],None,None,None,None,None,None,['9-237'],None,None,toete zenden,"['9-253', '9-254']","dat UWe Hoogedelheeden ons zo niet 5 . p meer , ter minsten andere Vijftig duizend ponden kruit gelieven [ toete zenden ] , en dat indien dit kruit in de drie schepen niet # geheel mocht hunnen geborgen worden , daar",Transportation,9-254
132,geborgen,evokes,9-270,7667-7675,BeingAtAPlace,['9-259[172]'],None,['9-261[173]'],None,None,None,None,None,None,None,None,geborgen,['9-270'],"kruit gelieven toete zenden , en dat indien dit kruit in de drie schepen niet # geheel mocht hunnen [ geborgen ] worden , daar toe worden gebuukt een of twee sloepen , die Wij buiten des zeer nodig hebben . De",BeingAtAPlace,9-270
133,meede,isOfType,10-10,7816-7821,Transportation[235],['10-7[177]'],['10-1[174]'],None,None,None,None,None,None,None,None,None,meede gebragt,"['10-10', '10-11']","sloepen , die Wij buiten des zeer nodig hebben . De Franschen hebben zoo men hoord niet veel geld [ meede gebragt ] , en zullen dus ongetwijffeld spoedig bij ons aanzoe k er om doen , en wij zullen het hen",Transportation,10-11
134,gebragt,isOfType,10-11,7822-7829,Transportation[235],['10-7[177]'],['10-1[174]'],None,None,None,None,None,None,None,None,None,meede gebragt,"['10-10', '10-11']","sloepen , die Wij buiten des zeer nodig hebben . De Franschen hebben zoo men hoord niet veel geld [ meede gebragt ] , en zullen dus ongetwijffeld spoedig bij ons aanzoe k er om doen , en wij zullen het hen",Transportation,10-11
135,aanzoe,isOfType,10-20,7875-7881,Request[236],['10-19'],['10-1[175]'],None,None,None,None,None,None,None,None,None,aanzoe k,"['10-20', '10-21']","De Franschen hebben zoo men hoord niet veel geld meede gebragt , en zullen dus ongetwijffeld spoedig bij ons [ aanzoe k ] er om doen , en wij zullen het hen , om het groot nut , 't geen wij in",Request,10-21
136,k,isOfType,10-21,7882-7883,Request[236],['10-19'],['10-1[175]'],None,None,None,None,None,None,None,None,None,aanzoe k,"['10-20', '10-21']","De Franschen hebben zoo men hoord niet veel geld meede gebragt , en zullen dus ongetwijffeld spoedig bij ons [ aanzoe k ] er om doen , en wij zullen het hen , om het groot nut , 't geen wij in",Request,10-21
137,verblijf,evokes,10-46,7984-7992,BeingAtAPlace,['10-1[176]'],None,['10-47[179]'],['10-40[178]'],None,None,None,None,None,None,None,verblijf,['10-46'],"wij zullen het hen , om het groot nut , 't geen wij in den tegenwoordigen tijd van hun [ verblijf ] in deeze gewesten treken , niet kunnen Weigeren . Wij Verzoeken derhalven dat onze eisch van geld niet moge verminderd",BeingAtAPlace,10-46
138,Weigeren,isOfType,10-54,8031-8039,SocialInteraction,"['10-30', '10-27']","['10-30', '10-27']",None,None,"['10-30', '10-27']",None,None,None,None,None,None,Weigeren,['10-54'],"nut , 't geen wij in den tegenwoordigen tijd van hun verblijf in deeze gewesten treken , niet kunnen [ Weigeren ] . Wij Verzoeken derhalven dat onze eisch van geld niet moge verminderd Worden , alzo er geen Vertier is van",SocialInteraction,10-54
139,Verzoeken,isOfType,10-57,8045-8054,Request,None,['10-56'],None,None,None,None,None,None,None,None,None,Verzoeken,['10-57'],"geen wij in den tegenwoordigen tijd van hun verblijf in deeze gewesten treken , niet kunnen Weigeren . Wij [ Verzoeken ] derhalven dat onze eisch van geld niet moge verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij",Request,10-57
