,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
71,te,evokes,16-289,7196-7198,Transportation[242],['16-274[217]'],None,None,None,None,None,None,None,None,None,None,aff te gaen,"['16-288', '16-289', '16-290']","te doen vertragen , wes die op weg zijnde wol niet voor de naeste besendinge staet te volgen en [ aff te gaen ] . Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er",Transportation,16-290
72,gaen,evokes,16-290,7199-7203,Transportation[242],['16-274[217]'],None,None,None,None,None,None,None,None,None,None,aff te gaen,"['16-288', '16-289', '16-290']","te doen vertragen , wes die op weg zijnde wol niet voor de naeste besendinge staet te volgen en [ aff te gaen ] . Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er",Transportation,16-290
73,op,evokes,17-5,7282-7284,Transportation[243],['17-1[219]'],None,None,None,None,None,None,None,None,None,None,op weg is,"['17-5', '17-6', '17-7']",". Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er nog [ op weg is ] , waer na de scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en hoe",Transportation,17-7
74,weg,evokes,17-6,7285-7288,Transportation[243],['17-1[219]'],None,None,None,None,None,None,None,None,None,None,op weg is,"['17-5', '17-6', '17-7']",". Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er nog [ op weg is ] , waer na de scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en hoe",Transportation,17-7
75,is,evokes,17-7,7289-7291,Transportation[243],['17-1[219]'],None,None,None,None,None,None,None,None,None,None,op weg is,"['17-5', '17-6', '17-7']",". Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er nog [ op weg is ] , waer na de scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en hoe",Transportation,17-7
76,ontfangst,isOfType,19-1,7393-7402,Getting,['19-3[220]'],None,None,None,None,None,None,None,None,None,None,ontfangst,['19-1'],"na de scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en hoe vorige diffoneerd . [ ontfangst ] der reek : van des irmanse wvol . heeren ( Lager ) uw hoog Edele agtb = re onderdanige en",Getting,19-1
77,aen,evokes,20-74,7727-7730,Getting[244],['20-66[221]'],None,None,['20-71[222]'],None,None,None,None,None,None,None,aen telanden,"['20-74', '20-75']","1711 . ( en daer onder ) P : S : 28 kassen Chiraese Claretwijn , zoo Even komende [ aen telanden ] , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets tescheepen , des 't versondene nu",Getting,20-75
78,telanden,evokes,20-75,7731-7739,Getting[244],['20-66[221]'],None,None,['20-71[222]'],None,None,None,None,None,None,None,aen telanden,"['20-74', '20-75']","1711 . ( en daer onder ) P : S : 28 kassen Chiraese Claretwijn , zoo Even komende [ aen telanden ] , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets tescheepen , des 't versondene nu",Getting,20-75
79,de,*,20-86,7788-7790,*[245],None,None,None,None,None,None,None,None,None,None,None,de hooffd plaets,"['20-86', '20-87', '20-88']","kassen Chiraese Claretwijn , zoo Even komende aen telanden , hebben niet mogen affwesen , nog in Vugeen voor [ de hooffd plaets ] tescheepen , des 't versondene nu Loord ' „ met ƒ153741:6:—. , dat van de 2 bodems ƒ",*,20-88
80,hooffd,*,20-87,7791-7797,*[245],None,None,None,None,None,None,None,None,None,None,None,de hooffd plaets,"['20-86', '20-87', '20-88']","kassen Chiraese Claretwijn , zoo Even komende aen telanden , hebben niet mogen affwesen , nog in Vugeen voor [ de hooffd plaets ] tescheepen , des 't versondene nu Loord ' „ met ƒ153741:6:—. , dat van de 2 bodems ƒ",*,20-88
81,plaets,*,20-88,7798-7804,*[245],None,None,None,None,None,None,None,None,None,None,None,de hooffd plaets,"['20-86', '20-87', '20-88']","kassen Chiraese Claretwijn , zoo Even komende aen telanden , hebben niet mogen affwesen , nog in Vugeen voor [ de hooffd plaets ] tescheepen , des 't versondene nu Loord ' „ met ƒ153741:6:—. , dat van de 2 bodems ƒ",*,20-88
82,tescheepen,evokes,20-89,7805-7815,Transportation,None,None,None,None,None,None,None,None,None,None,None,tescheepen,['20-89'],", zoo Even komende aen telanden , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets [ tescheepen ] , des 't versondene nu Loord ' „ met ƒ153741:6:—. , dat van de 2 bodems ƒ 297489 . 5",Transportation,20-89
83,versondene,evokes,20-93,7824-7834,Transportation,None,None,None,None,None,None,None,None,None,None,None,versondene,['20-93'],"aen telanden , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets tescheepen , des 't [ versondene ] nu Loord ' „ met ƒ153741:6:—. , dat van de 2 bodems ƒ 297489 . 5 . 8 , en",Transportation,20-93
84,Leggende,isOfType,22-19,8170-8178,BeingAtAPlace,['22-2[223]'],None,['22-17[224]'],None,None,None,None,None,None,None,None,Leggende,['22-19'],". Bij ons Laetst gedienstig schrijvens van den 19 „ ' der verweeken maand 9b : copielyk neevens desen [ Leggende ] , _ „ te Edele , Erntfeste , manh= Wel wijse :/ voorsienige , en seer Genereuse Heer , _ „ te Edele , Erntfeste , manh= Wel",BeingAtAPlace,22-19
