,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
68,vrunden,evokes,11-185,5258-5265,BeingInARelationship,None,None,None,None,None,None,None,None,None,None,None,vrunden,['11-185'],"van Cormandel , bengalen , bouratte en cochim , die wij bij deese geleegendheijd versenden , alhoewel wij vertrouwende [ vrunden ] van derselver teneur al sullen weesen gediend , gemerkt die voor deese directie , ons al over , mallabaer zijn",BeingInARelationship,11-185
69,toegecomen,isOfType,11-206,5374-5384,Translocation,None,None,None,None,None,None,None,None,None,['11-202[203]'],None,toegecomen,['11-206'],"derselver teneur al sullen weesen gediend , gemerkt die voor deese directie , ons al over , mallabaer zijn [ toegecomen ] , gelijk voorwaerts genoteerd gensteerd geworden is , intusschen dat den ondercoopman Coorte tot hoeden ondercoopman sood dato nog niet",Translocation,11-206
70,overblijven,evokes,11-252,5650-5661,BeingAtAPlace,['11-217[204]'],None,['11-251'],None,None,None,None,None,None,None,None,overblijven,['11-252'],"Last Comt , en tot de naest van deese directie de naestvolgende scheepen sal moeten inwagten , en hier [ overblijven ] , dat wij Liever anders nog niet te voorschijn besending zal moeten blijven voorde woesterse comp = es zijn .",BeingAtAPlace,11-252
71,te,evokes,12-3,5694-5696,BeingAtAPlace[241],['11-222[206]'],None,None,['11-220[205]'],None,None,None,None,None,None,None,te voorschijn,"['12-3', '12-4']","deese directie de naestvolgende scheepen sal moeten inwagten , en hier overblijven , dat wij Liever anders nog niet [ te voorschijn ] besending zal moeten blijven voorde woesterse comp = es zijn . ontfangst van een pacquet vaderlandsche papieren , en",BeingAtAPlace,12-4
72,voorschijn,evokes,12-4,5697-5707,BeingAtAPlace[241],['11-222[206]'],None,None,['11-220[205]'],None,None,None,None,None,None,None,te voorschijn,"['12-3', '12-4']","deese directie de naestvolgende scheepen sal moeten inwagten , en hier overblijven , dat wij Liever anders nog niet [ te voorschijn ] besending zal moeten blijven voorde woesterse comp = es zijn . ontfangst van een pacquet vaderlandsche papieren , en",BeingAtAPlace,12-4
73,besending,evokes,12-5,5708-5717,Transportation,None,None,None,None,None,None,None,None,None,None,None,besending,['12-5'],"de naestvolgende scheepen sal moeten inwagten , en hier overblijven , dat wij Liever anders nog niet te voorschijn [ besending ] zal moeten blijven voorde woesterse comp = es zijn . ontfangst van een pacquet vaderlandsche papieren , en p :",Transportation,12-5
74,blijven,evokes,12-8,5729-5736,BeingAtAPlace,['11-222[207]'],None,None,None,None,None,None,None,None,None,None,blijven,['12-8'],"sal moeten inwagten , en hier overblijven , dat wij Liever anders nog niet te voorschijn besending zal moeten [ blijven ] voorde woesterse comp = es zijn . ontfangst van een pacquet vaderlandsche papieren , en p : r Wiens addaes",BeingAtAPlace,12-8
75,ontfangst,evokes,14-1,5768-5777,Getting,['14-3[208]'],None,None,None,None,None,None,None,None,None,None,ontfangst,['14-1'],"dat wij Liever anders nog niet te voorschijn besending zal moeten blijven voorde woesterse comp = es zijn . [ ontfangst ] van een pacquet vaderlandsche papieren , en p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten .",Getting,14-1
76,aff,evokes,15-1,5838-5841,Transportation[242],['15-4'],None,None,None,None,None,None,None,None,None,None,aff tegaene,"['15-1', '15-2']","woesterse comp = es zijn . ontfangst van een pacquet vaderlandsche papieren , en p : r Wiens addaes [ aff tegaene ] , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij meeste ziekelijck en daer bij natgierig (",Transportation,15-2
77,tegaene,evokes,15-2,5842-5849,Transportation[242],['15-4'],None,None,None,None,None,None,None,None,None,None,aff tegaene,"['15-1', '15-2']","woesterse comp = es zijn . ontfangst van een pacquet vaderlandsche papieren , en p : r Wiens addaes [ aff tegaene ] , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij meeste ziekelijck en daer bij natgierig (",Transportation,15-2
78,ziekelijck,isOfType,16-8,5930-5940,HavingAMedicalCondition,['16-6[209]'],None,None,None,None,None,None,None,None,None,None,ziekelijck,['16-8'],": r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij meeste [ ziekelijck ] en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was , waer door hij despahanse brief van den",HavingAMedicalCondition,16-8
79,natgierig,evokes,16-12,5953-5962,HavingAMedicalCondition,['16-6[210]'],None,None,None,None,None,None,None,None,None,None,natgierig,['16-12'],"aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij meeste ziekelijck en daer bij [ natgierig ] ( 't welk eijgentz : zijn jndispositie was , waer door hij despahanse brief van den 13„e feb : 1710",HavingAMedicalCondition,16-12
80,jndispositie,evokes,16-19,5987-5999,HavingAMedicalCondition,['16-24'],None,None,"['16-29[211]', '16-40[212]']",None,None,None,None,None,None,None,jndispositie,['16-19'],". hadden gesien , in opsigt hij meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn [ jndispositie ] was , waer door hij despahanse brief van den 13„e feb : 1710 . niet teekenen kon , en wel",HavingAMedicalCondition,16-19
81,affreekening,evokes,16-57,6162-6174,Buying,['16-58[214]'],None,None,None,None,None,None,None,None,None,None,affreekening,['16-57'],"en wel seeven Etmalen geduurd hadde , dE Comp : van wijnig nutte weesen kan , maer d ' [ affreekening ] der Wol die ons dus Lange onts Lond , hebben wij ten Laesten op Eergisteren ontfangen , soo dat de",Buying,16-57
82,ontfangen,evokes,16-73,6250-6259,Getting,['16-55[213]'],['16-68'],None,['16-72'],None,None,None,None,None,None,None,ontfangen,['16-73'],"maer d ' affreekening der Wol die ons dus Lange onts Lond , hebben wij ten Laesten op Eergisteren [ ontfangen ] , soo dat de nu overgaende niet bij Calculatie , maer onder hare waere Costende versonden avend , belopende de",Getting,16-73
83,overgaende,evokes,16-79,6275-6285,Transportation,None,None,None,['16-78[216]'],None,None,None,None,None,None,None,overgaende,['16-79'],"die ons dus Lange onts Lond , hebben wij ten Laesten op Eergisteren ontfangen , soo dat de nu [ overgaende ] niet bij Calculatie , maer onder hare waere Costende versonden avend , belopende de man van 6 lx = s",Transportation,16-79
84,versonden,evokes,16-89,6338-6347,Transportation,['16-77[215]'],None,None,None,None,None,None,None,None,None,None,versonden,['16-89'],"Laesten op Eergisteren ontfangen , soo dat de nu overgaende niet bij Calculatie , maer onder hare waere Costende [ versonden ] avend , belopende de man van 6 lx = s m as 8 . 13¾. ruijm , off ƒ 3:13:13½.",Transportation,16-89
85,duurder,evokes,16-134,6489-6496,Increasing,['16-131'],None,None,None,None,None,None,None,None,None,None,duurder,['16-134'],"= as - 3/0 off ƒ — . 5 : 3 ¾ ruijm , veel met die van't 8 [ duurder ] is , dan die van a = o pass „ o , en niet 8 stp „ s 8 penn",Increasing,16-134
86,hier,isOfType,16-223,6874-6878,BeingAtAPlace[243],['16-215[217]'],None,['16-223'],['16-218[218]'],None,None,None,None,None,None,None,hier kan weesen,"['16-223', '16-224', '16-225']","inhoudende 2520 . – . lb hadden uijtgeseth , dog gelijk die veelheijd niet voor d ' aenstaende maand [ hier kan weesen ] , oversuden . en dat de scheepen in gereetheijt zijn gebragt , mitsg : s haer tijd wel",BeingAtAPlace,16-225
87,kan,isOfType,16-224,6879-6882,BeingAtAPlace[243],['16-215[217]'],None,['16-223'],['16-218[218]'],None,None,None,None,None,None,None,hier kan weesen,"['16-223', '16-224', '16-225']","inhoudende 2520 . – . lb hadden uijtgeseth , dog gelijk die veelheijd niet voor d ' aenstaende maand [ hier kan weesen ] , oversuden . en dat de scheepen in gereetheijt zijn gebragt , mitsg : s haer tijd wel",BeingAtAPlace,16-225
88,weesen,isOfType,16-225,6883-6889,BeingAtAPlace[243],['16-215[217]'],None,['16-223'],['16-218[218]'],None,None,None,None,None,None,None,hier kan weesen,"['16-223', '16-224', '16-225']","inhoudende 2520 . – . lb hadden uijtgeseth , dog gelijk die veelheijd niet voor d ' aenstaende maand [ hier kan weesen ] , oversuden . en dat de scheepen in gereetheijt zijn gebragt , mitsg : s haer tijd wel",BeingAtAPlace,16-225
89,gereetheijt,isOfType,16-234,6924-6935,Repairing[244],['16-231[219]'],None,None,None,None,None,None,None,None,None,None,gereetheijt zijn gebragt,"['16-234', '16-235', '16-236']","die veelheijd niet voor d ' aenstaende maand hier kan weesen , oversuden . en dat de scheepen in [ gereetheijt zijn gebragt ] , mitsg : s haer tijd wel sullen benodigen , om tijdig op batavia te weesen , hebben",Repairing,16-236
90,zijn,isOfType,16-235,6936-6940,Repairing[244],['16-231[219]'],None,None,None,None,None,None,None,None,None,None,gereetheijt zijn gebragt,"['16-234', '16-235', '16-236']","die veelheijd niet voor d ' aenstaende maand hier kan weesen , oversuden . en dat de scheepen in [ gereetheijt zijn gebragt ] , mitsg : s haer tijd wel sullen benodigen , om tijdig op batavia te weesen , hebben",Repairing,16-236
91,gebragt,isOfType,16-236,6941-6948,Repairing[244],['16-231[219]'],None,None,None,None,None,None,None,None,None,None,gereetheijt zijn gebragt,"['16-234', '16-235', '16-236']","die veelheijd niet voor d ' aenstaende maand hier kan weesen , oversuden . en dat de scheepen in [ gereetheijt zijn gebragt ] , mitsg : s haer tijd wel sullen benodigen , om tijdig op batavia te weesen , hebben",Repairing,16-236
92,te,isOfType,16-251,7011-7013,BeingAtAPlace[245],None,None,['16-250'],['16-248'],None,None,None,None,None,None,None,te weesen,"['16-251', '16-252']","scheepen in gereetheijt zijn gebragt , mitsg : s haer tijd wel sullen benodigen , om tijdig op batavia [ te weesen ] , hebben wij niet derven besluijten , die daer na op tehouden , en haer reijse te doen vertragen",BeingAtAPlace,16-252
93,weesen,isOfType,16-252,7014-7020,BeingAtAPlace[245],None,None,['16-250'],['16-248'],None,None,None,None,None,None,None,te weesen,"['16-251', '16-252']","scheepen in gereetheijt zijn gebragt , mitsg : s haer tijd wel sullen benodigen , om tijdig op batavia [ te weesen ] , hebben wij niet derven besluijten , die daer na op tehouden , en haer reijse te doen vertragen",BeingAtAPlace,16-252
94,op,evokes,16-263,7069-7071,BeingAtAPlace[246],['16-260'],None,['16-261'],None,None,None,None,None,None,None,None,op tehouden,"['16-263', '16-264']","sullen benodigen , om tijdig op batavia te weesen , hebben wij niet derven besluijten , die daer na [ op tehouden ] , en haer reijse te doen vertragen , wes die op weg zijnde wol niet voor de naeste besendinge",BeingAtAPlace,16-264
95,tehouden,evokes,16-264,7072-7080,BeingAtAPlace[246],['16-260'],None,['16-261'],None,None,None,None,None,None,None,None,op tehouden,"['16-263', '16-264']","sullen benodigen , om tijdig op batavia te weesen , hebben wij niet derven besluijten , die daer na [ op tehouden ] , en haer reijse te doen vertragen , wes die op weg zijnde wol niet voor de naeste besendinge",BeingAtAPlace,16-264
96,reijse,isOfType,16-268,7090-7096,Voyage,None,None,None,None,None,None,None,None,None,None,None,reijse,['16-268'],"op batavia te weesen , hebben wij niet derven besluijten , die daer na op tehouden , en haer [ reijse ] te doen vertragen , wes die op weg zijnde wol niet voor de naeste besendinge staet te volgen en aff",Voyage,16-268
97,op,evokes,16-275,7124-7126,Translocation[247],['16-278[221]'],None,None,None,None,None,None,None,None,None,None,op weg zijnde,"['16-275', '16-276', '16-277']","niet derven besluijten , die daer na op tehouden , en haer reijse te doen vertragen , wes die [ op weg zijnde ] wol niet voor de naeste besendinge staet te volgen en aff te gaen . Waer meede P „",Translocation,16-277
98,weg,evokes,16-276,7127-7130,Translocation[247],['16-278[221]'],None,None,None,None,None,None,None,None,None,None,op weg zijnde,"['16-275', '16-276', '16-277']","niet derven besluijten , die daer na op tehouden , en haer reijse te doen vertragen , wes die [ op weg zijnde ] wol niet voor de naeste besendinge staet te volgen en aff te gaen . Waer meede P „",Translocation,16-277
99,zijnde,evokes,16-277,7131-7137,Translocation[247],['16-278[221]'],None,None,None,None,None,None,None,None,None,None,op weg zijnde,"['16-275', '16-276', '16-277']","niet derven besluijten , die daer na op tehouden , en haer reijse te doen vertragen , wes die [ op weg zijnde ] wol niet voor de naeste besendinge staet te volgen en aff te gaen . Waer meede P „",Translocation,16-277
100,besendinge,evokes,16-283,7162-7172,Transportation,None,None,None,None,None,None,None,None,None,None,None,besendinge,['16-283'],"tehouden , en haer reijse te doen vertragen , wes die op weg zijnde wol niet voor de naeste [ besendinge ] staet te volgen en aff te gaen . Waer meede P „ a & „ a ( onderstond ) hoog",Transportation,16-283
101,aff,isOfType,16-288,7192-7195,Leaving[248],None,['16-274[220]'],None,None,None,None,None,None,None,None,None,aff te gaen,"['16-288', '16-289', '16-290']","te doen vertragen , wes die op weg zijnde wol niet voor de naeste besendinge staet te volgen en [ aff te gaen ] . Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er",Leaving,16-290
102,te,isOfType,16-289,7196-7198,Leaving[248],None,['16-274[220]'],None,None,None,None,None,None,None,None,None,aff te gaen,"['16-288', '16-289', '16-290']","te doen vertragen , wes die op weg zijnde wol niet voor de naeste besendinge staet te volgen en [ aff te gaen ] . Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er",Leaving,16-290
103,gaen,isOfType,16-290,7199-7203,Leaving[248],None,['16-274[220]'],None,None,None,None,None,None,None,None,None,aff te gaen,"['16-288', '16-289', '16-290']","te doen vertragen , wes die op weg zijnde wol niet voor de naeste besendinge staet te volgen en [ aff te gaen ] . Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er",Leaving,16-290
104,nog,evokes,17-4,7278-7281,Translocation[249],['17-1[222]'],None,None,None,None,None,None,None,None,None,None,nog op weg is,"['17-4', '17-5', '17-6', '17-7']","gaen . Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er [ nog op weg is ] , waer na de scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en",Translocation,17-7
105,op,evokes,17-5,7282-7284,Translocation[249],['17-1[222]'],None,None,None,None,None,None,None,None,None,None,nog op weg is,"['17-4', '17-5', '17-6', '17-7']","gaen . Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er [ nog op weg is ] , waer na de scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en",Translocation,17-7
106,weg,evokes,17-6,7285-7288,Translocation[249],['17-1[222]'],None,None,None,None,None,None,None,None,None,None,nog op weg is,"['17-4', '17-5', '17-6', '17-7']","gaen . Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er [ nog op weg is ] , waer na de scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en",Translocation,17-7
107,is,evokes,17-7,7289-7291,Translocation[249],['17-1[222]'],None,None,None,None,None,None,None,None,None,None,nog op weg is,"['17-4', '17-5', '17-6', '17-7']","gaen . Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er [ nog op weg is ] , waer na de scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en",Translocation,17-7
108,ontfangst,evokes,19-1,7393-7402,Getting,['19-2[223]'],None,None,None,None,None,None,None,None,None,None,ontfangst,['19-1'],"na de scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en hoe vorige diffoneerd . [ ontfangst ] der reek : van des irmanse wvol . heeren ( Lager ) uw hoog Edele agtb = re onderdanige en",Getting,19-1
109,reek,evokes,19-3,7407-7411,Buying[250],['19-6[224]'],None,None,None,None,None,None,None,None,None,None,reek :,"['19-3', '19-4']","scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en hoe vorige diffoneerd . ontfangst der [ reek : ] van des irmanse wvol . heeren ( Lager ) uw hoog Edele agtb = re onderdanige en getrouwe dienaren",Buying,19-4
110,:,evokes,19-4,7411-7412,Buying[250],['19-6[224]'],None,None,None,None,None,None,None,None,None,None,reek :,"['19-3', '19-4']","scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en hoe vorige diffoneerd . ontfangst der [ reek : ] van des irmanse wvol . heeren ( Lager ) uw hoog Edele agtb = re onderdanige en getrouwe dienaren",Buying,19-4
111,aen,isOfType,20-74,7727-7730,Arriving[251],None,['20-66[225]'],None,None,None,None,None,None,None,None,None,aen telanden,"['20-74', '20-75']","1711 . ( en daer onder ) P : S : 28 kassen Chiraese Claretwijn , zoo Even komende [ aen telanden ] , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets tescheepen , des 't versondene nu",Arriving,20-75
112,telanden,isOfType,20-75,7731-7739,Arriving[251],None,['20-66[225]'],None,None,None,None,None,None,None,None,None,aen telanden,"['20-74', '20-75']","1711 . ( en daer onder ) P : S : 28 kassen Chiraese Claretwijn , zoo Even komende [ aen telanden ] , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets tescheepen , des 't versondene nu",Arriving,20-75
113,tescheepen,isOfType,20-89,7805-7815,Transportation,['20-66[226]'],None,None,None,None,None,None,None,['20-87[227]'],None,['20-84'],tescheepen,['20-89'],", zoo Even komende aen telanden , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets [ tescheepen ] , des 't versondene nu Loord ' „ met ƒ153741:6:—. , dat van de 2 bodems ƒ 297489 . 5",Transportation,20-89
114,versondene,evokes,20-93,7824-7834,Transportation,None,None,None,None,None,None,None,None,None,None,None,versondene,['20-93'],"aen telanden , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets tescheepen , des 't [ versondene ] nu Loord ' „ met ƒ153741:6:—. , dat van de 2 bodems ƒ 297489 . 5 . 8 , en",Transportation,20-93
